Name,GameGrin,Wired UK,Vgames,CD-Action,PLAY! Zine,Nintendo Force Magazine,App Trigger,RPGamer,LEVEL (Czech Republic),Vooks,Post Arcade (National Post),GameOver.gr,GameSpew,Games.cz,GRYOnline.pl,Universo Nintendo,Impulsegamer,GameCritics,Nintendo Enthusiast,Twinfinite,TrueGaming,ZTGD,Areajugones,Critical Hit,Pocket Gamer UK,Digitally Downloaded,New York Daily News,M3,The Sydney Morning Herald,Let's Play Video Games,Digital Spy,Cubed3,Atomix,Forbes,DualShockers,Yahoo!,Cheat Code Central,The Daily Dot,Trusted Reviews,GamesBeat,COGconnected,The Digital Fix,Telegraph,IBTimes UK,Digital Chumps,SpazioGames,Meristation,Game Revolution,USgamer,Game Rant,GamingTrend,Giant Bomb,Guardian,Game Informer,Polygon,GamesRadar+,RPG Site,Nintendo Life,3DJuegos,FNintendo,Gamer.nl,GameSpot,God is a Geek,IGN,Metro GameCentral,Stevivor,Time,Attack of the Fanboy,Destructoid,Edge Magazine,GameCrate,LevelUp,Wccftech,XGN,The Games Machine,IGN Spain,Hobby Consolas,Multiplayer.it,Games Master UK,Switch Player,RPG Fan,IGN Italia,NintendoWorldReport,NZGamer,JeuxActu,EGM,CGMagazine,Vandal,GamePro Germany,Game World Navigator Magazine,InsideGamer.nl,4Players.de,games(TM),DarkStation,Hardcore Gamer,Arcade Sushi,Washington Post,VideoGamer,Everyeye.it,Shacknews,Gameblog.fr,Easy Allies,TheSixthAxis,We Got This Covered,Eurogamer Italy,New Game Network,The Jimquisition,Gamer.no,Slant Magazine,Ars Technica,Eurogamer,Glixel,Kotaku,Mashable,The Verge,Vice,Wired,IGN Japan,FANDOM,Gameplanet,DarkZero,Gaming Age,GameSpace,AusGamers,Game Over Online,Power Unlimited,Merlin'in Kazanı (Turkey),Riot Pixels,Video Chums,Metro Montreal,Toronto Sun,Worth Playing,Digital Trends,CNET,The A.V. Club,Tired Old Hack,VG247,PC Games,SECTOR.sk,Nintenduo,Shindig,But Why Tho?,Noisy Pixel,The Mako Reactor,Pure Nintendo,Nintendojo,Gamezebo,Nintendo Insider,NME,TouchArcade,Nintenderos,Starbit,Pocket Tactics,Movies Games and Tech,VGC,Comicbook.com,GGRecon,PCMag,Dexerto,Eurogamer Germany,Gamereactor Finland,Gamereactor Spain,Screen Rant,GAMINGbible,Checkpoint Gaming,INVEN,Press Start Australia,Siliconera,TierraGamer,My Nintendo News,GameSkinny,GAMES.CH,Gamereactor UK,GamingBolt,IGN Adria,Jeuxvideo.com,TheGamer,WellPlayed,Gfinity,Player 2,Ninty Fresh Magazine,BaziCenter,Hey Poor Player,GameMAG,Daily Star,Cultured Vultures,Finger Guns,The Escapist,Gamersky,PlayGround.ru,Variety,The Indie Game Website,Gaming Nexus,Malditos Nerds,Carole Quintaine,MGG,MMORPG.com,British GQ,KeenGamer,Tech-Gaming,IGN Portugal,iMore,MGG Spain,Het Nieuwsblad,Launcher (The Washington Post),GameByte,IGN France,Softpedia,GamesHub,The Enemy,Oyungezer,Gamepressure,The Independent,GamersRD,Inverse,PlaySense,The Loadout,Gamers Heroes,IndieWire,Gamer Escape,NPR,Quarter to Three,Gamers' Temple,The So Videogames Podcast,T3,IGN Brasil,Buried Treasure,Gamereactor Sweden,Gamereactor Norway,Gamereactor Denmark,Eurogamer Poland,Strategy Gamer,UploadVR
star-wars-knights-of-the-old-republic-ii---the-sith-lords,,,,,,,,60.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,50.0,,,,,,,80.0,70,,,,,90,,,,,,,,,,,,,,,,,70.0,80,,80,,,,85.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,...,,,,,,,,,50.0,,,,,,,,,,70.0,,,,,,,,,,85.0,,,65.0,,,,,80.0,,,90,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,
hob-the-definitive-edition,,,,,,,,,,,,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,80.0,,,,,,90.0,,,,,,,80,,,,,70,,,,,80.0,,,,,,,,,,,,,,,70,,,,,,,,,,,70.0,,,,,,,70.0,,,70.0,,,,,,,,,,,,,,,,,,100.0,90.0,,,,,,80.0,,,,,,,,,,,,,,,,75.0,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
she-remembered-caterpillars,,,,,80.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
last-day-of-june,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,80,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doraemon-story-of-seasons---friends-of-the-great-kingdom,,,,,,,,70.0,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,74,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,80.0,,70.0,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,85.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
save-me-mr-tako-definitive-edition,,,,,,,,,,80,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,70,,,,60.0,78,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,90.0,,,75.0,,,,,80.0,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demon-turf,,,,,,,,,,,,,,,,85.0,,,85.0,,,,,,,,,,,,,60.0,,,,,,,,,68.0,,,,,,72,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,,,,70,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lego-builders-journey,,,,,,80.0,,,,,,,70.0,,,,,65.0,90.0,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,85.0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hackgu-last-recode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,
creature-in-the-well,,,,,,,,,,80,,,,,,,,65.0,90.0,80,75.0,,,,,,,,,,,,,,75,,,,,,71.0,,,,,,,,,,,,,,,,,80,,80.0,,,85,,,,,,80,,,,,,,,,,,60.0,,,80,,,,,80,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,80,,,65,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
young-souls,,,,,,75.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super-chariot,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,70.0,,,,,70,,,,,,,,,,,,,,,80.0,,,80,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
friday-the-13th-killer-puzzle,,,,,65.0,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,80.0,,,,,,,70,,,,,,,,,,,,90.0,,,,,,,80,,80.0,,,,,,,,,,,,,,,,65.0,,75,,,,,80,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
axiom-verge-2,75.0,,,75.0,,95.0,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,70,,,60,,,,,70.0,,,,,75,,,,,80.0,,,85,,,,,,,,,,,,,,,,78,,,80.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,70,,,,,,,,80.0,,,80.0,,70.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tens!,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brigandine-the-legend-of-runersia,,,,,,,,70.0,,,,,,,,,,85.0,,,,,,75.0,,90.0,,,,,,80.0,,,,,,,,,,,,,,78,,,,,85.0,,,75,,,80.0,70,,,,,,,,,,70.0,,,,,,,,,72,,,70.0,85,,80,,,,65.0,,,,,82,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,83.0,,,70.0,,,,,,,,,,,85.0,,80.0,,,,,,,,,,,,,,,,,,80,,,,,80.0,,,70.0,,,,,,70.0,,,,,,,,,70.0,,,,,,70.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,
old-school-musical,,,,,,,,,,70,,,80.0,,,,,80.0,70.0,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,90,,,,,,,,,,70,,,,,,,80.0,,,70,,,,,,,,,,,70.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,91.0,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
masters-of-anima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,81.0,,,85,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,80,,,80,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syberia,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,80.0,,,,,,,,,,,,,,,75,,,,,,,,,,,70,,,,,,,,,,,,,,,,90.0,,80.0,,,,50.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
piczle-lines-dx,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,70.0,,,,,,,,,,,,,,,,,,,,88.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aca-neogeo-metal-slug-3,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,80.0,,,,,,,,,,,,,,70.0,,,78,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super-mario-party,,,80.0,85.0,80.0,90.0,,,,60,75.0,75.0,90.0,,,,80.0,,80.0,,65.0,70.0,90,80.0,70.0,80.0,,60.0,80.0,,,90.0,80.0,,80,,,60,80,82,65.0,80,,,,78,,,60,50.0,65.0,,,73,...,,,80,85,70.0,75,70,85,73,80,70,,,75,70.0,75,78.0,75,,83,85.0,88,82,69.0,80.0,,80.0,85,,75.0,90,75.0,80,80.0,77.0,78.0,69,70.0,70.0,80.0,,,,77,,70.0,,60,80.0,80,75.0,,80.0,60.0,,...,,...,,...,,,,70.0,75.0,,83.0,,,,88.0,70.0,,84.0,,,,,,,,,,,,,,,,,,,80,,,85,,,,,,,,,,,,,,,,70,,,85,,,,,,80.0,,,,,,,,,,,,,,90.0,...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sushi-striker-the-way-of-sushido,,,,,,75.0,65.0,,,80,,,80.0,,,,,,,80,,,90,70.0,,90.0,,,,,,80.0,70.0,,80,,,70,70,,,,,,,80,70,,,,85.0,,,78,...,,,80,80,70.0,75,70,70,,70,,,,65,,,,,,77,75.0,,68,,80.0,,,95,,,70,,78,,,,,,80.0,80.0,,,,85,80,70.0,,,80.0,,,,,,,...,,,,,,,,,,70.0,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,90,,,80,,,,,,,,,,,,,,,,,,,60,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fantasy-strike,,,,,,,,,,,,,60.0,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,80,80,,,,,,70.0,,,,,,,,,,60.0,,,85,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
superepic-the-entertainment-war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,85,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sundered-eldritch-edition,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,80.0,,,,,,,,,,,,,,75,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,60.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,70,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-fantasy-ix,,,,,,80.0,,80.0,,80,,,,,,,78.0,,,,,,,,,,,,,,,70.0,,,,,,,,,70.0,,,,,77,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,70,,,90,,75,,,,,,,,,,,,,,,,,,70.0,,,80.0,60,,,,,,,,,,,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,76,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bombslinger,80.0,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,65,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,70,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mighty-gunvolt-burst,,,80.0,,,85.0,,,,,,,,,,,,,,,,80.0,,,,70.0,,,,,,60.0,,,80,,,,,,,,,,,,,,,,80.0,,,,,,,80,,,,,,,,,,,80,,,,,,,,,,,72.0,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fury-unleashed,85.0,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,80.0,,,,,,,,,,80,,,,,,,,,,,,,,,,80,,,,,80,,,,,,75,,,,,,,,,,,,,,,,,,,80,,,,78,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subnautica-below-zero,,,,,,80.0,,,,80,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,60,,,,,,,,,,80,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
embers-of-mirrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,84.0,,,,,,,,,,,,,,,,,70,,80.0,,,,,,,,,60,,,,,,,,,,,70.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pikuniku,95.0,,,55.0,,,,,,90,,,80.0,,,,60.0,,,,,,,,80.0,80.0,,,85.0,,,60.0,,,,,,80,,,75.0,,,,,,,80.0,,,,,,,,,,80,70,,,80,,,,,,,80,60.0,,,,,,,,,,80.0,,,85,,,,,90,,,,,,,,,,60,73,,70.0,,90,,70,,,,,,...,,,,...,,,,,65.0,,100.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,80,,,80,,,,,,,,,,,,80,,,,,,,,,,,,,70.0,,,,,,,,,,70.0,,,,,,70.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-caligula-effect-2,,,,,,80.0,,,,,,,,,,,,,,,,,,,,100.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,95.0,,,,,,,60.0,,70.0,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wasteland-2-directors-cut,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,83.0,,,,,,,,,,,,,60,,80.0,,80,50,,,,,,,,,,,,,,,80,,,,,85,,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,76.0,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one-piece-pirate-warriors-3---deluxe-edition,,,,,,,,,,70,,,,,,,,,,,,,,,80.0,90.0,,,,,,,,,,,,,70,,,,,,,70,,,,,,,,,,,,80,,70.0,,,,,,,,,,,,,,65.0,70,,86,70,,70.0,,,90,,,,,,77.0,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warioware-get-it-together!,,,80.0,75.0,70.0,75.0,85.0,,60.0,80,,80.0,,80.0,80.0,89.0,80.0,,90.0,70,,,85,,,,,,,,80,80.0,85.0,,,,,,80,80,80.0,,,,,83,75,,,,80.0,,,78,...,60.0,,90,...,,75,80,85,70,60,,,80.0,75,80.0,,,73,,80,,,80,,80.0,,80.0,55,,,,70.0,80,75.0,76.0,,70,,,70.0,,,,75,70,70.0,,80,,80,,,80.0,80.0,...,...,,...,,,,,,,,,,,,,61.0,80.0,,83.0,,,90.0,60.0,,,,80,,,,80.0,,,,80.0,,,90,60.0,80.0,87,70.0,80,,60,80,,80.0,80,,,,80,90,70.0,,,70.0,70.0,,90.0,72.0,,,,65.0,70.0,,,,,,80.0,70.0,80,,,,,,,,,,,85.0,,,,,,70.0,80.0,,90,,70.0,,,,,,,,,60.0,,,,,,,,,,,,,,,,,
planet-alpha,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,70.0,,70,,,,,,,,,,,,80.0,,,,,,70.0,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
voice-of-cards-the-beasts-of-burden,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,60.0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hero-u-rogue-to-redemption,50.0,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,90.0,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,78.0,,,,,,,,,80.0,,,,,,,,,,,,,60.0,,,,,80.0,,80.0,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pode,,,,,,,,,,,,,,,,,,80.0,,,,,,65.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,80,,,,,80,,,,,,,,,,,,,,,,,70.0,,,65,,,,,83,,,,,,,,,,,,,,,70,,,,,70.0,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,,,,,,,,,,,80,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pac-man-99,,,,75.0,,85.0,60.0,,,,,,,,,,77.0,70.0,80.0,80,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,75,...,,,90,,,,,,70,,,,,,,,,,,,,,70,,,,,,,,,,,,,,74,,,80.0,,,,78,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,...,,,,,,,,80.0,,,,,70,,,,,,,,,,80.0,,,,,70,,,,,70.0,70.0,,80.0,,,,,75.0,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
necrobarista-final-pour,,,,,70.0,,,,,70,,,,,,50.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,85.0,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,70.0,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
