Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
chorus,https://www.metacritic.com/game/playstation-5/chorus,Deep Silver,"Fishlabs, Deep Silver Fishlabs","Dec 3, 2021","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","Take control of Nara, once the Circle’s deadliest warrior, now their most wanted fugitive, on a quest to destroy the dark cult that created her. Unlock devastating weapons and mind-bending abilities in a true evolution of the space-combat shooter. Along with Forsaken, her sentient starfighter, explore ancient temples, engage in exhilarating zero-g combat, and venture beyond our waking reality. Lead Nara and Forsaken, her sentient ship, as their quest for redemption takes them across the galaxy and beyond the boundaries of reality. Enter a dark new universe, teeming with mystery and rife with conflict. Explore epic locations such as sprawling space stations and strange planes of existence beyond our own. Attain powerful weapons and combat upgrades. Master your ship’s unique drift mechanic and deadly mind-bending abilities, including extra-sensory perception, teleportation, and telekinesis. Chain your powers together to become the ultimate living weapon. Collapse",73,mixed or average reviews,36,18,17,1,6.7,mixed or average reviews,71.0,24.0,5.0,8.0,"Simulation, Space, Combat",,T,"#71 Best PlayStation 5 Game of 2021
#48 Most Discussed PlayStation 5 Game of 2021"
arcadegeddon,https://www.metacritic.com/game/playstation-5/arcadegeddon,IllFonic,IllFonic,"Jul 5, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","Gilly, the owner of a local arcade, is trying to save his business from a faceless mega corporation. To do so he takes all the top arcade games and connects them all to make a super game, unfortunately the mega corporation, Fun Fun Co., hacks the game and injects a virus. You and your friends need to save the game and the last hometown arcade. Collapse",73,mixed or average reviews,14,7,7,0,7.0,mixed or average reviews,50.0,19.0,5.0,6.0,"Action, Shooter, Third-Person, Arcade",4,T,"#86 Best PlayStation 5 Game of 2022
#52 Most Discussed PlayStation 5 Game of 2022"
the-elder-scrolls-v-skyrim-anniversary-edition,https://www.metacritic.com/game/playstation-5/the-elder-scrolls-v-skyrim-anniversary-edition,Bethesda Softworks,Bethesda Game Studios,"Nov 11, 2021","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","The Anniversary Edition includes Skyrim Special Edition and 74 creations, all 48 currently available and 26 to be released. These showcase over 500+ individual elements such as quests, items, armor, houses, etc.",73,mixed or average reviews,14,9,5,0,3.6,generally unfavorable reviews,78.0,8.0,3.0,20.0,"Role-Playing, Western-Style",,M,"#72 Best PlayStation 5 Game of 2021
#52 Most Discussed PlayStation 5 Game of 2021"
call-of-duty-vanguard,https://www.metacritic.com/game/playstation-5/call-of-duty-vanguard,Activision,Sledgehammer Games,"Nov 4, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","This is WWII combat like never before. Witness the origins of Special Forces as you play a pivotal role and change the face of history, forming Task Force One in a gripping Campaign across four major theaters of war. Become an original Special Forces Operator in an online Multiplayer rich in… Expand",73,mixed or average reviews,68,34,34,0,3.6,generally unfavorable reviews,1438.0,191.0,58.0,351.0,"Action, Shooter, First-Person, Tactical",64,M,"#73 Best PlayStation 5 Game of 2021
#8 Most Discussed PlayStation 5 Game of 2021"
outriders,https://www.metacritic.com/game/playstation-5/outriders,Square Enix,People Can Fly,"Apr 1, 2021","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","Outriders is a 1-3 player co-op RPG shooter set in an original, dark and desperate sci-fi universe. As mankind bleeds out in the trenches of Enoch, you'll create your own Outrider and embark on a journey across the hostile planet. With rich storytelling spanning a diverse world, you'll leave behind the slums and shanty towns of the First City and traverse forests, mountains and desert in the pursuit of a mysterious signal. Combining intense gunplay with violent powers and an arsenal of increasingly twisted weaponry and gear-sets, Outriders offers countless hours of gameplay from one of the finest shooter developers in the industry People Can Fly. Collapse",73,mixed or average reviews,48,29,18,1,5.9,mixed or average reviews,457.0,97.0,28.0,94.0,"Action, Shooter, Third-Person, Arcade",3,M,"#74 Best PlayStation 5 Game of 2021
#18 Most Discussed PlayStation 5 Game of 2021"
resident-evil-village-winters-expansion,https://www.metacritic.com/game/playstation-5/resident-evil-village-winters-expansion,Capcom,Capcom,"Oct 28, 2022","PC, PlayStation 4, Stadia, Switch, Xbox One, Xbox Series X","The first piece of content is the Third-Person Mode. This will allow you to play the main story mode in a third-person perspective. This new viewpoint will let you see Ethan as he faces off against his enemies. Next is The Mercenaries Additional Orders. The arcade-like action shooting experience returns with additional stages and new playable characters such as a fully prepared Chris Redfield, Karl Heisenberg, who wields a giant hammer and possesses the ability to control magnetic forces, and Alcina Dimitrescu who is over nine-feet tall. And Finally, Shadows of Rose. Players saw Rose as a baby in the main story of Resident Evil Village. This DLC will show her story of survival 16 years after the original campaign. [Capcom] Collapse",73,mixed or average reviews,36,24,11,1,3.9,generally unfavorable reviews,77.0,9.0,7.0,7.0,"Action Adventure, Survival",,,"#87 Best PlayStation 5 Game of 2022
#58 Most Discussed PlayStation 5 Game of 2022"
romancing-saga-minstrel-song-remastered,https://www.metacritic.com/game/playstation-5/romancing-saga-minstrel-song-remastered,Square Enix,Square Enix,"Dec 1, 2022","PC, PlayStation 4, Switch","
In the long, long ago of 1992, Square Enix released the fantastic Romancing SaGa on the Super Famicon in Japan. The fourth 'SaGa' game, it revolutionized the series with its non-linear structure and innovative mechanics.

13 years later, a remake was released for the PlayStation 2 in Japan as ""Romancing SaGa: Minstrel Song"" and later in North America as ""Romancing Saga"". This new version of the game was faithful to the original but featured impressive 3D visuals and some welcome features that made the adventure more approachable for new players.

Now, 17 years after that, it's back again - and it's bigger and better than ever.

The game now features remastered HD graphics, new quality of life features that make it easier and more convenient to play, and you can even expect some new elements too! Collapse",73,mixed or average reviews,10,6,4,0,3.5,generally unfavorable reviews,13.0,3.0,0.0,1.0,"Role-Playing, Japanese-Style",No Online Multiplayer,,#88 Best PlayStation 5 Game of 2022
south-of-the-circle,https://www.metacritic.com/game/playstation-5/south-of-the-circle,11 bit studios,State of Play Games,"Aug 3, 2022","iPhone/iPad, PC, PlayStation 4, Switch, Xbox One, Xbox Series X","Antarctica, 1964.

A crashed aircraft, tail to the sky. Cambridge academic Peter stumbles from the wreckage in search of help, fighting the cold. As his attempts to escape the ice grow more desperate, the lines between his past and present begin to blur. A love story between colleagues





… Expand",73,mixed or average reviews,11,8,3,0,7.8,generally favorable reviews,4.0,2.0,0.0,1.0,"Adventure, General",No Online Multiplayer,T,#89 Best PlayStation 5 Game of 2022
greedfall-gold-edition,https://www.metacritic.com/game/playstation-5/greedfall-gold-edition,"Focus Home Interactive , Maximum Games","Spiders, Maximum Games","Jun 30, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","
Explore uncharted new lands as you set foot on a remote island seeping with magic, and filled with riches, lost secrets, and fantastic creatures.

Forge this new world's destiny, as you befriend or betray companions and entire factions. With diplomacy, deception and force, become part of a living, evolving world - influence its course and shape your story.

* Engage in a core roleplaying experience achieve quests and complete objectives in a multitude of different ways through combat, diplomacy, deception, or stealth.
* Complete freedom in character progression play as a male or female, customize your appearance, and freely choose your abilities, spells and skills.
* Delve into a mysterious world of magic begin a grand journey and uncover ancient secrets protected by supernatural beings, manifestations of the island's earthly magic. Collapse",73,mixed or average reviews,7,4,3,0,5.7,mixed or average reviews,18.0,2.0,3.0,2.0,"Role-Playing, Action RPG",No Online Multiplayer,M,"#75 Best PlayStation 5 Game of 2021
#96 Most Discussed PlayStation 5 Game of 2021"
fobia---st-dinfna-hotel,https://www.metacritic.com/game/playstation-5/fobia---st-dinfna-hotel,Maximum Games,"Maximum Games, Pulsatrix Studios","Jun 28, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","Treze Trilhas is home to the St. Dinfina Hotel, a decadent site that is the subject of numerous rumors including mysterious disappearances and paranormal activity. Hoping to break the story, amateur journalist Roberto Leite Lopes travels to Santa Catarina following a tip from his friend Stephanie.

His investigative skills will be needed not only to uncover the truth but to survive when reality is turned upside down with his discovery of a camera that reveals different timelines, a fanatical cult, human experiments, and apparitions roaming the halls.

Solve puzzles and scavenge for anything to stop their hunt as the past, present and future collide. Collapse",73,mixed or average reviews,22,11,11,0,7.9,generally favorable reviews,40.0,13.0,3.0,1.0,"Action Adventure, Survival",No Online Multiplayer,M,"#90 Best PlayStation 5 Game of 2022
#69 Most Discussed PlayStation 5 Game of 2022"
breakers-collection,https://www.metacritic.com/game/playstation-5/breakers-collection,"QUByte Interactive , Strictly Limited Games",QUByte Interactive,"Jan 12, 2023","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","Breakers Collection features both of the original games (Breakers and Breakers Revenge) and a brand new content for the cult-classic among the fans of Fighting Games, that was first released in 1996 for the Neogeo and Arcades and after released with a sequel in 1998 with additional playable characters, balance adjustments and new gameplay elements.

Breakers Collection is a simple action-fighting game, with a rooster with many playable characters (10 in Breakers Revenge), that were all known by the fans from around the world.

The collection version, the player will have more features and modes, like online versus mode - Rollback Netcode (GGPO) -, Art gallery and the most requested one, the training mode. Collapse",73,mixed or average reviews,10,5,5,0,tbd,no user score yet,2.0,0.0,1.0,0.0,"Miscellaneous, Compilation",2,E10+,"#14 Best PlayStation 5 Game of 2023
#20 Most Discussed PlayStation 5 Game of 2023"
mxgp-2021---the-official-motocross-videogame,https://www.metacritic.com/game/playstation-5/mxgp-2021---the-official-motocross-videogame,Milestone S.r.l,Milestone S.r.l,"Nov 30, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","All the tracks, all the riders, all the official bikes to fully experience the true emotions of this season. All of them, from the last corner to the first position. Your race to become number 1 is even more realistic and exciting. A renovated career path where your every decision will be crucial. Relive the emotions of Ottobiano, Ernée, Leon and Agueda: 4 of the most celebrated tracks of past editions. History is ready to be rewritten… and become legend. Collapse",73,mixed or average reviews,8,4,4,0,4.2,generally unfavorable reviews,5.0,0.0,3.0,2.0,"Racing, Arcade, Automobile",16,E,"#76 Best PlayStation 5 Game of 2021
#98 Most Discussed PlayStation 5 Game of 2021"
sword-and-fairy-together-forever,https://www.metacritic.com/game/playstation-5/sword-and-fairy-together-forever,EastAsiaSoft,"Softstar Technology (Beijing) Co.,Ltd","Aug 4, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","
""Swords and Fairy 7"" is an action role-playing game developed by Softstar Technology (Beijing) Co., Ltd.

This game starts with the story among three clans ""Human"", ""Deity"", and ""Demon"", it brings rich story-lines as well as improves the battle system compared with its previous episodes. Third person real time action mode is being used to replace the traditional turn-based battle, more fun and excitements will be brought to the players. With the smooth combat experience, this game will come at you with a boom of the traditional oriental aesthetics. Get ready for the adventure in this beautiful oriental world. Collapse",73,mixed or average reviews,20,10,9,1,7.9,generally favorable reviews,19.0,9.0,0.0,0.0,"Role-Playing, Action RPG",No Online Multiplayer,T,"#91 Best PlayStation 5 Game of 2022
#92 Most Discussed PlayStation 5 Game of 2022"
salt-and-sacrifice,https://www.metacritic.com/game/playstation-5/salt-and-sacrifice,"Ska Studios , Devoured Studios","Ska Studios, Devoured Studios","May 10, 2022","PC, PlayStation 4","Salt and Sacrifice is the follow-up to Souls-like dark fantasy RPG, Salt and Sanctuary. In a land plagued by powerful and twisted Mages, the condemned Marked Inquisitors take up the hunt. A once-peaceful kingdom is plunged into chaos by encroaching tides of Mages: merciless embodiments of elemental chaos. The Marked Inquisitors, a doomed force of the condemned, once again mobilizes to stand against the existential threat of Magic. A buried secret threatens to bring an ancient empire to utter ruin. As a Marked Inquisitor, you’ll journey through the western frontier: pursuing, hunting, and obliterating the Mages that roam the realm. You may be bound to the Inquisition, but your choices are yours. Collapse",73,mixed or average reviews,14,7,7,0,5.1,mixed or average reviews,33.0,3.0,4.0,9.0,"Role-Playing, Action RPG, Action, Platformer, , Metroidvania",6,T,"#92 Best PlayStation 5 Game of 2022
#73 Most Discussed PlayStation 5 Game of 2022"
jojos-bizarre-adventure-all-star-battle-r,https://www.metacritic.com/game/playstation-5/jojos-bizarre-adventure-all-star-battle-r,Bandai Namco Games,"CyberConnect2, Bandai Namco Games","Sep 2, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","
All JOJOs Unite! Fight for Your Destiny!

Jonathan Joestar, Jotaro Kujo, DIO, Jolyne Cujoh, and other characters from JoJo's Bizarre Adventure gather across multiple generations! With 50 playable characters from all arcs, you can experience popular battles from each story, and see characters from different universes interact for the first time!

This title is based on the All Star Battle fighting system that was released in 2012. The game design of JoJo's Bizarre Adventure: All Star Battle R reinvigorates the experience with adjustments to the fighting tempo and the addition of hit stops and jump dashes.

With new audio recordings from the Part 6 anime voice actors, the full atmosphere of the animated series is realized. Both fans who have played the original All Star Battle and newcomers will be able to enjoy the experience. Collapse",73,mixed or average reviews,32,15,17,0,7.5,generally favorable reviews,24.0,7.0,2.0,1.0,"Action, Fighting, 3D",2,T,"#93 Best PlayStation 5 Game of 2022
#89 Most Discussed PlayStation 5 Game of 2022"
far-cry-6,https://www.metacritic.com/game/playstation-5/far-cry-6,Ubisoft,Ubisoft Toronto,"Oct 7, 2021","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","Far Cry 6 reveals a Caribbean island simmering with revolutionary tension. The title features actor Giancarlo Esposito (“Better Call Saul,” “The Boys,” “The Mandalorian”) as President Anton Castillo, the violent leader who grips the island of Yara with an iron fist, promising a return to its former glory. With an arsenal of weapons and allies at your back, you’ll take on Castillo’s regime and fight for the future of Yara. As Dani Rojas (playable as a female or male character), you will help stoke the fires of revolution through guerrilla warfare across the island of Yara, from verdant jungles to the urban streets of the capital city, Esperanza. You’ll use a powerful array of weapons and vehicles, and build a network of allies to fight alongside you, including Fangs for Hire like Chorizo, the dangerously distracting wiener dog. As President Castillo prepares his son Diego, played by Anthony Gonzalez (“Coco”), to succeed him, you will do all you can to ensure his plans don’t come to fruition. [Ubisoft] Collapse",73,mixed or average reviews,58,35,21,2,4.9,generally unfavorable reviews,1154.0,182.0,98.0,273.0,"Action Adventure, Open-World",2,M,"#77 Best PlayStation 5 Game of 2021
#10 Most Discussed PlayStation 5 Game of 2021"
temtem,https://www.metacritic.com/game/playstation-5/temtem,"Crema Games , Humble Games",Crema Games,"Sep 6, 2022","PC, Switch, Xbox Series X","Temtem is a massively multiplayer creature-collection journey where you seek adventure in the lovely Airborne Archipelago alongside your Temtem squad. Players can catch every Temtem, challenge other tamers, customize their house, or join a friend’s adventure in a fully co-op experience.",73,mixed or average reviews,11,3,8,0,5.6,mixed or average reviews,9.0,0.0,0.0,2.0,"Role-Playing, Trainer",64,E10+,#94 Best PlayStation 5 Game of 2022
marvels-avengers,https://www.metacritic.com/game/playstation-5/marvels-avengers,Square Enix,Crystal Dynamics,"Mar 18, 2021","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","Marvel’s Avengers is an epic, third-person, action-adventure game that combines an original, cinematic story with single-player and co-operative gameplay. Assemble into a team of up to four players online, master extraordinary abilities, customize a growing roster of Heroes, and defend the Earth from escalating threats. Collapse",73,mixed or average reviews,7,3,4,0,5.6,mixed or average reviews,111.0,14.0,10.0,15.0,"Action, General",4,T,"#78 Best PlayStation 5 Game of 2021
#47 Most Discussed PlayStation 5 Game of 2021"
evil-west,https://www.metacritic.com/game/playstation-5/evil-west,"Focus Home Interactive , Solutions 2 GO , Focus Entertainment",Flying Wild Hog,"Nov 22, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","A dark menace consumes the Old West. In solo or coop, fight with style in visceral, explosive combat against bloodthirsty monstrosities. Eradicate the vampiric hordes with your lightning-fueled gauntlet and become a Wild West Superhero.",73,mixed or average reviews,34,19,14,1,7.4,mixed or average reviews,141.0,34.0,14.0,17.0,"General, Action, Shooter, Third-Person, Arcade",2,M,"#95 Best PlayStation 5 Game of 2022
#34 Most Discussed PlayStation 5 Game of 2022"
gigabash,https://www.metacritic.com/game/playstation-5/gigabash,Passion Republic,Passion Republic,"Aug 5, 2022","PC, PlayStation 4","
After centuries spent slumbering in the bowels of the earth, the primordial beasts known as Titans have awoken. Now they must battle humanity - and one another - for total world dominance.

GigaBash combines the chaos and creativity of titles like Power Stone, Super Smash Bros Ultimate and War of Monsters with the jaw-dropping scale of the classic kaiju movies. Play as either a rampaging Titan or a Titan-hunting mecha; summon lightning from the heavens, use a radio tower as a baton, or roll a whole district (and your enemies) into a single massive snowball. Wreak enough havoc and you'll evolve into your final form, the terrifyingly titanic S-Class. Collapse",73,mixed or average reviews,11,5,6,0,6.0,mixed or average reviews,7.0,3.0,1.0,0.0,"Action, Fighting, 3D",4,T,#96 Best PlayStation 5 Game of 2022
the-dark-pictures-anthology-house-of-ashes,https://www.metacritic.com/game/playstation-5/the-dark-pictures-anthology-house-of-ashes,Bandai Namco Games,Supermassive Games,"Oct 22, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","
From the creators of Until Dawn

Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game in The Dark Pictures Anthology is a complete and original story in its own right

THREE WAYS TO PLAY
Introducing multiplayer to The Dark Pictures Anthology!
1. SOLO STORY
The complete terrifying story as a single player experience
2. MOVIE NIGHT MODE
You and up to 4 friends will play the story together on the couch, each controlling a different character

And:

3. SHARED STORY
2 player online co-operative mode. Play the whole story online with a friend, making choices that affect you both. Collapse",72,mixed or average reviews,58,33,24,1,8.0,generally favorable reviews,172.0,34.0,8.0,6.0,"Action Adventure, Survival",2,M,"#79 Best PlayStation 5 Game of 2021
#40 Most Discussed PlayStation 5 Game of 2021"
haven,https://www.metacritic.com/game/playstation-5/haven,The Game Bakers,The Game Bakers,"Dec 3, 2020","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","Does love truly conquer all? Two lovers gave up everything, left their entire lives behind, and escaped to a lost planet to be together. Play these lovers, Yu and Kay, at the same time as they settle into an unknown and eerie world. Explore the planet searching for parts and material to fix their ship and make it a cosy home. Enjoy life together as a relatable couple cooking meals, crafting, collecting resources and engaging in meaningful conversations. Fight against those trying to tear them apart by synchroniSing their actions in combat, finding the perfect timing and rhythm, while controlling both characters simultaneously. Glide through the mysterious landscape, explore a fragmented world and fight against what’s trying to tear them apart in this RPG adventure about love, rebellion, and freedom. Collapse",72,mixed or average reviews,16,9,7,0,7.3,mixed or average reviews,35.0,5.0,1.0,1.0,"Adventure, General",No Online Multiplayer,M,"#21 Best PlayStation 5 Game of 2020
#22 Most Discussed PlayStation 5 Game of 2020"
assassins-creed-valhalla-the-siege-of-paris,https://www.metacritic.com/game/playstation-5/assassins-creed-valhalla-the-siege-of-paris,Ubisoft,Ubisoft Singapore,"Aug 12, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","The Siege of Paris sees Eivor embark upon a new series of quests in Francia, the largest of the post-Roman barbarian kingdoms in Western Europe. New weapons, abilities, gear, and skills are all be up for grabs, and Infiltration Missions returns as well, enabling players to determine exactly how they go about murdering their assigned targets. Collapse",72,mixed or average reviews,20,11,9,0,7.2,mixed or average reviews,42.0,11.0,2.0,3.0,"Action Adventure, Open-World",,M,"#80 Best PlayStation 5 Game of 2021
#74 Most Discussed PlayStation 5 Game of 2021"
evil-dead-the-game,https://www.metacritic.com/game/playstation-5/evil-dead-the-game,Saber Interactive,Saber Interactive,"May 13, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action! Play as a team of four survivors, exploring, looting, crafting, managing your fear, and finding key items to seal the breach between worlds in a game inspired by all three original Evil Dead films as well as the Starz original Ash vs Evil Dead television series.

ICONIC CHARACTERS
Play as characters from throughout the Evil Dead universe, including Ash, Scotty, Lord Arthur, Kelly Maxwell, Pablo Simon Bolivar, and more, with new dialogue performed by Bruce Campbell and others!

PLAY AS GOOD OR EVIL...
Fight for the forces of good or take control of the powerful Kandarian Demon to hunt Ash and other players while possessing Deadites, the environment, and even the survivors themselves as you seek to swallow their souls!

OVER THE TOP VISUALS
Whether you're tearing a Deadite in two with Ash's famous chainsaw hand or flying through the map as the Kandarian Demon in spirit form, the game captures the look and feel of the Evil Dead franchise in all its glory, with realistic visuals and a physics-based gore system that brings the horror to life!
THIS...IS MY BROOMSTICK!
Brandish your short barrel shotgun, chainsaw, cleavers and more to do some delightfully gruesome violence against the armies of darkness.

Evil Dead: The Game features multiplayer co-op and PvP for PC, Xbox One, Xbox X|S, PlayStation 4, PlayStation 5, and Nintendo Switch. Collapse",72,mixed or average reviews,41,23,18,0,7.4,mixed or average reviews,122.0,55.0,4.0,17.0,"Action Adventure, Survival",5,M,"#97 Best PlayStation 5 Game of 2022
#30 Most Discussed PlayStation 5 Game of 2022"
madison,https://www.metacritic.com/game/playstation-5/madison,"Perpetual , BLOODIOUS GAMES",BLOODIOUS GAMES,"Jul 8, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","What would you do if you woke up locked in a dark room, with your hands covered in blood? Play as Luca, and endure the brute torture of MADiSON, a demon that has forced him to continue a gory ritual started decades ago, making him commit abominable acts. Will you be able to finish this sinister ceremony? Collapse",72,mixed or average reviews,12,5,7,0,8.0,generally favorable reviews,371.0,13.0,2.0,2.0,"Action Adventure, Adventure, 3D, Survival, First-Person",No Online Multiplayer,M,"#98 Best PlayStation 5 Game of 2022
#68 Most Discussed PlayStation 5 Game of 2022"
submerged-hidden-depths,https://www.metacritic.com/game/playstation-5/submerged-hidden-depths,Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,"Mar 10, 2022","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","
A drowned city, crumbling tips of skyscrapers stubbornly standing above the waves. Deserted villages, now inhabited by enigmatic creatures. And beneath the surging ocean waits an anguished, angry presence.

Submerged: Hidden Depths is a non-combat third-person “relaxploration” adventure, set in the sunken ruins of a beautiful world. Take on the role of Miku and Taku – one cursed with a mysterious power that she wants to use for good, the other determined not to let it tear them apart.

Boat across tranquil waters and storm-driven white-caps, explore and climb what remains of a once-towering city, and scour the buildings for the seeds of its salvation. Collapse",72,mixed or average reviews,11,4,7,0,tbd,no user score yet,3.0,0.0,1.0,0.0,"Adventure, 3D, Third-Person",,E,#99 Best PlayStation 5 Game of 2022
outriders-worldslayer,https://www.metacritic.com/game/playstation-5/outriders-worldslayer,Square Enix,People Can Fly,"Jun 30, 2022","PC, PlayStation 4, Stadia, Xbox One, Xbox Series X","OUTRIDERS is a story driven RPG-Shooter that will put the player in the shoes of an Outrider, the last hope of the human race trapped on Enoch, a dangerous and untamed planet. The campaign can be played entirely in single player, or in co-op with up to three players. Outriders Worldslayer is a new expansion that takes place directly after the events of the main campaign. In it, you and up to 2 other players must travel to the far reaches of Enoch to battle a new threat known as Ereshkigal, a dark overlord, and the main villain of the expansion. Collapse",72,mixed or average reviews,15,7,8,0,4.8,generally unfavorable reviews,5.0,2.0,0.0,2.0,"Action, Shooter, Third-Person, Arcade",3,M,#100 Best PlayStation 5 Game of 2022
stranger-of-paradise-final-fantasy-origin,https://www.metacritic.com/game/playstation-5/stranger-of-paradise-final-fantasy-origin,"Square Enix , Koei Tecmo Games",Team Ninja,"Mar 15, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","Players of the STRANGER OF PARADISE FINAL FANTASY ORIGIN TRIAL VERSION can explore this dark fantasy world as they battle an array of iconic monsters from the FINAL FANTASY series, using powerful spells and abilities from a sample of jobs including warrior, dragoon and black mage.",72,mixed or average reviews,91,44,46,1,7.2,mixed or average reviews,420.0,76.0,24.0,46.0,"Action Adventure, Linear, Role-Playing, Action RPG",3,M,#21 Most Discussed PlayStation 5 Game of 2022
saturnalia,https://www.metacritic.com/game/playstation-5/saturnalia,Santa Ragione,Santa Ragione,"Oct 27, 2022","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","
A game inspired and heavily influenced by the folklore of Sardinia, Italy (a region rich with unique traditions and culture) where you play as four characters, experiencing a deeply connected storyline that ties back to the haunting traditions of an ancient village.

Die, and watch the village reconfigure itself into a new form. Solve puzzles and open shortcuts to new areas with tools and items you find along the way, unlocking every piece of the story with different characters, each with its own power and suited for another aspect of exploration and investigation.

With a limited supply of matches to light your way and darkness encroaching, can you find your way through the fog to reveal the truth? Or will you be engulfed by the secrets this town doesn't want you to know? Collapse",72,mixed or average reviews,7,3,4,0,tbd,no user score yet,2.0,0.0,0.0,0.0,"Action Adventure, Survival",,M,
operation-tango,https://www.metacritic.com/game/playstation-5/operation-tango,Clever Plays,Clever Plays,"Jun 1, 2021","PC, PlayStation 4, Xbox One, Xbox Series X","It takes two to save the world in this Asymmetrical Spy Thriller. Pair up with a friend as a special agent or elite hacker, and work together to bring a high-tech global menace to its knees.",72,mixed or average reviews,8,1,7,0,6.6,mixed or average reviews,29.0,7.0,4.0,5.0,"Action Adventure, Linear",2,E10+,"#81 Best PlayStation 5 Game of 2021
#76 Most Discussed PlayStation 5 Game of 2021"
steelrising,https://www.metacritic.com/game/playstation-5/steelrising,Nacon,Spiders,"Sep 8, 2022","PC, Xbox Series X","An action-RPG with a strong emphasis on fast-paced combat. SteelRising is set in an alternate timeline based on the French Revolution of 1789. To tame the flames of revolution igniting Paris, King Louis XVI unleashes a deadly army of clockwork robots on the people. You are Aegis, a mysterious automaton, bodyguard to Queen Marie-Antoinette, and the Revolution’s last hope against a king gone mad. Collapse",72,mixed or average reviews,59,27,29,3,8.3,generally favorable reviews,275.0,32.0,4.0,5.0,"Role-Playing, Action RPG",No Online Multiplayer,M,#43 Most Discussed PlayStation 5 Game of 2022
tormented-souls,https://www.metacritic.com/game/playstation-5/tormented-souls,PQube,Dual Effect,"Aug 27, 2021","PC, PlayStation 4, Switch, Xbox One, Xbox Series X","Tormented souls is a return to classic survival horror. With a fresh twist on the fixed perspective adventure, tormented souls modernises for a new generation - as caroline Walker investigates the mysterious disappearance of twin girls in a terrifying mansion-turned-hospital.",72,mixed or average reviews,25,11,14,0,7.9,generally favorable reviews,132.0,54.0,4.0,6.0,"Action Adventure, Survival",No Online Multiplayer,M,"#82 Best PlayStation 5 Game of 2021
#36 Most Discussed PlayStation 5 Game of 2021"
batora-lost-haven,https://www.metacritic.com/game/playstation-5/batora-lost-haven,Team17,Stormind Games,"Oct 20, 2022","PC, PlayStation 4, Xbox One, Xbox Series X","Avril never thought she'd have to step up and be a hero but after a mysterious and devastating event, her world was flipped upside down. With her homeworld on the brink of destruction, Avril has been gifted extraordinary powers and will have to journey across the universe to uncover ancient secrets and reckon with a series of life-changing decisions.

Embark on an epic adventure to save Earth in this interplanetary action RPG. Harness the ancient powers of Sun and Moon to take on a variety of unique enemies while solving diverse puzzles and exploring stunning sci-fi worlds, each with its own curious stories, inhabitants, and mysteries. Collapse",72,mixed or average reviews,8,3,5,0,7.3,mixed or average reviews,7.0,3.0,0.0,0.0,"Role-Playing, Action RPG",No Online Multiplayer,T,
