Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
nobunagas-ambition-sphere-of-influence---ascension,https://www.metacritic.com/game/playstation-4/nobunagas-ambition-sphere-of-influence---ascension,Koei Tecmo Games,Koei Tecmo Games,"Oct 25, 2016",PC,"Experience the reality of officer life in the Warring States period, and watch with your own eyes the fighting that brought the end of an era.",74,mixed or average reviews,12,5,7,0,7.1,mixed or average reviews,14.0,3.0,0.0,1.0,"Strategy, Turn-Based, General",,T,
kingdom-hearts-melody-of-memory,https://www.metacritic.com/game/playstation-4/kingdom-hearts-melody-of-memory,Square Enix,"Square Enix, indieszero","Nov 13, 2020","PC, Switch, Xbox One","Experience the music of kingdom hearts like never before. Melody of memory features 20+ characters, 140+ music tracks, and online vs multiplayer mode. Explore the music and memories from the kingdom hearts series! Play as familiar faces from the kingdom hearts series, including Disney guest characters who will appear to Lend you a hand. Enjoy a massive variety of music from both the kingdom hearts series and Disney, with a collection of over 140 songs. Dive into rhythm-action gameplay with memorable tunes in this musical journey. Collapse",74,mixed or average reviews,54,34,19,1,7.2,mixed or average reviews,96.0,19.0,3.0,4.0,"Action, Rhythm, Music",2,E10+,#91 Most Discussed PS4 Game of 2020
ancestors-legacy,https://www.metacritic.com/game/playstation-4/ancestors-legacy,Destructive Creations,Destructive Creations,"Aug 13, 2019","PC, Switch, Xbox One","Ancestors Legacy is a squad-based real time strategy with a strong focus on tactics. Inspired by medieval European history, it brings to life four different nations and their conflicts, usually resolved by war. The game combines resource management and base building with large-scale, squad-based battles across vast battlefields. Collapse",74,mixed or average reviews,12,8,3,1,7.0,mixed or average reviews,24.0,4.0,1.0,1.0,"Strategy, Real-Time, General, Command",6,M,
super-stardust-ultra,https://www.metacritic.com/game/playstation-4/super-stardust-ultra,SCEA,d3t Ltd,"Feb 10, 2015",,"Super Stardust Ultra features a host of new planets, visual enhancements, and includes nine game modes, including new modes and established favorites from the series and its add-on packs.",74,mixed or average reviews,33,18,15,0,7.1,mixed or average reviews,35.0,1.0,1.0,0.0,"Action, Shooter, Shoot-'Em-Up, Top-Down",,E,
moving-out,https://www.metacritic.com/game/playstation-4/moving-out,"Team17 , Sold Out",SMG Studio,"Apr 28, 2020","PC, Switch, Xbox One","
Moving Out is a ridiculous physics-based moving simulator that brings new meaning to ""couch co-op""!

Are you ready for an exciting career in furniture? As a newly certified Furniture Arrangement & Relocation Technician, you'll take on moving jobs all across the busy town of Packmore. Smooth Moves may not be the biggest moving company, but there's no task too dangerous or strange for this busy team of go-getters. Grow your business to brave new heights, recruit colourful customizable characters, and save your town from furniture peril! Collapse",74,mixed or average reviews,25,13,12,0,8.0,generally favorable reviews,34.0,8.0,2.0,0.0,"Simulation, Puzzle, Action, Virtual, Career",4,E,
saints-row-the-third-remastered,https://www.metacritic.com/game/playstation-4/saints-row-the-third-remastered,Deep Silver,Sperasoft,"May 22, 2020","PC, PlayStation 5, Stadia, Xbox One, Xbox Series X","Experience The Full Package, Remastered. Steelport, the original city of sin, has never looked so good as it drowns in sex, drugs and guns. The Third Street Saints are at the height of power and yours to control. This is your city. These are your rules.",74,mixed or average reviews,44,26,18,0,6.8,mixed or average reviews,88.0,12.0,3.0,6.0,"Action Adventure, Open-World",2,M,#100 Most Discussed PS4 Game of 2020
layers-of-fear,https://www.metacritic.com/game/playstation-4/layers-of-fear,"Aspyr , Bloober Team",Bloober Team,"Feb 16, 2016","iPhone/iPad, PC, Xbox One",Layers of Fear is a psychedelic horror where you take control over an insane painter in his quest to finish his magnum opus.,74,mixed or average reviews,38,23,15,0,7.2,mixed or average reviews,170.0,17.0,9.0,7.0,"Adventure, 3D, First-Person",,M,"#96 Most Discussed PS4 Game of 2016
#91 Most Shared PS4 Game of 2016"
midnight-fight-express,https://www.metacritic.com/game/playstation-4/midnight-fight-express,Humble Games,Jacob Dzwinel,"Aug 23, 2022","PC, Switch, Xbox One",A former member of the criminal underworld is lured back into “the life” by a mysterious drone claiming they have until sunrise to prevent a citywide criminal takeover together.,74,mixed or average reviews,7,3,4,0,tbd,no user score yet,3.0,0.0,0.0,0.0,"Action, Beat-'Em-Up, 3D",No Online Multiplayer,M,#22 Best PS4 Game of 2022
atelier-lydie-suelle-the-alchemists-and-the-mysterious-paintings,https://www.metacritic.com/game/playstation-4/atelier-lydie-suelle-the-alchemists-and-the-mysterious-paintings,"NIS America , Koei Tecmo Games",Gust,"Mar 27, 2018","PC, Switch","Twin sisters Lydie and Suelle are also alchemists, living in Merveille, the capital of Kingdom of Adalet, and they intend to make their atelier the best atelier in the kingdom.",74,mixed or average reviews,24,13,11,0,7.1,mixed or average reviews,39.0,5.0,1.0,3.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,#54 Most Shared PS4 Game of 2018
chromagun,https://www.metacritic.com/game/playstation-4/chromagun,"Pixel Maniacs , Benjamin Lochmann New Media GmbH",Pixel Maniacs,"Aug 22, 2017","PC, Switch, Xbox One","ChromaGun is a first-person puzzler about colors. Use your gun (guess what it’s called), to colorize droids and walls. Droids are attracted by walls of the same color, and by cleverly utilizing this mechanic, you’ll try to solve all sorts of puzzles to make it to the exit. The ChromaGun can only shoot red, yellow, and blue – but don’t worry, we have you covered. Shoot a previously colored wall or droid, to mix colors into orange, purple, and green. Be wary of gray, though. Since it’s technically not a color, it loses all its attraction properties, the rascal. [Pixel Mechanics] Collapse",74,mixed or average reviews,10,5,5,0,6.0,mixed or average reviews,6.0,1.0,1.0,0.0,"Puzzle, Action, Shooter, First-Person, Arcade",No Online Multiplayer,E10+,
pinball-fx-2-star-wars-pinball---rogue-one,https://www.metacritic.com/game/playstation-4/pinball-fx-2-star-wars-pinball---rogue-one,Zen Studios,Zen Studios,"Jan 31, 2017","PC, Xbox One","Table features: Rogue One’s adventures unfold in 10 story-related game modes, each with completely different playfield toys. Avoid stormtrooper detection in stealth missions. Engage in firefights and close combat in action-oriented game modes.",74,mixed or average reviews,7,5,2,0,3.5,generally unfavorable reviews,6.0,0.0,0.0,0.0,"Action, Pinball",,,
toukiden-kiwami,https://www.metacritic.com/game/playstation-4/toukiden-kiwami,Koei Tecmo Games,Koei Tecmo Games,"Mar 31, 2015","PC, PlayStation Vita","In the world of Toukiden, Demons (Oni) have hidden in the shadows aiming to torment mankind. Throughout history, a secret caste of warriors, the Slayers, have been trained to dispose of the demonic threat before it could consume the world. However, an event called the ‘Awakening’ caused rifts to appear in space and time, causing places that had long disappeared from the world to resurface, unleashing hordes of demons that relentlessly hunted humans. Collapse",74,mixed or average reviews,35,22,12,1,7.4,mixed or average reviews,91.0,7.0,3.0,0.0,"Action, General",4,T,#82 Most Shared PS4 Game of 2015
god-wars-future-past,https://www.metacritic.com/game/playstation-4/god-wars-future-past,NIS America,Kadokawa,"Jun 20, 2017",PlayStation Vita,"GOD WARS Future Past is a tactical RPG that explores the untold history of Japan through folklore and strategic combat. Gamers will experience the traditional stories of Japan’s origin through the lens of three warring nations, with a massive expanse of options to develop their strategies from including a myriad of character classes and equipment within innovative and challenging stages. Collapse",74,mixed or average reviews,16,8,8,0,6.6,mixed or average reviews,38.0,3.0,1.0,2.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,
one-piece-pirate-warriors-3,https://www.metacritic.com/game/playstation-4/one-piece-pirate-warriors-3,Bandai Namco Games,Omega Force,"Aug 25, 2015","PC, PlayStation 3, PlayStation Vita, Switch","Rain down attacks on the hordes of enemies pouring onto players’ screens, and double team with a partner to launch an even more massive assault. A myriad of co-op action and fusion attacks with new support attacks will take the action gameplay to greater heights. Join up with your faves from the Straw Hat Crew or even with villains like Captain Kuro, Alvida and Axe-hand Morgan and call them into battle to pull off unrestrained combos that will send enemies flying. Collapse",74,mixed or average reviews,34,19,15,0,7.7,generally favorable reviews,175.0,15.0,4.0,2.0,"Action, Beat-'Em-Up, 3D",2,T,"#100 Most Discussed PS4 Game of 2015
#94 Most Shared PS4 Game of 2015"
castlevania-requiem-symphony-of-the-night-rondo-of-blood,https://www.metacritic.com/game/playstation-4/castlevania-requiem-symphony-of-the-night-rondo-of-blood,Konami,Konami,"Oct 26, 2018",,"2 Castlevania masterpieces available for the first time on PlayStation4. Now relive 2 of the greatest titles within the Castlevania series: ""Rondo of Blood"" (PC Engine) and ""Symphony of the Night"" (PlayStation). Rondo of Blood -> The 10th in its series crafted with stunning graphics and beautiful music. Released on PC-Engine in 1993, this was the first in the series released as a CD-ROM game. It took full advantage of the new media format, and was praised by reviewers for its crisp visuals and amazing music. Venture through 9 stages featuring hidden levels and alternative routes to save imprisoned villagers as you set out to destroy count Dracula once and for all. Playable characters include Richter Belmont the Vampire Hunter and Maria Renard the master of the 4 celestial beasts. Symphony of the Night -> First exploration-type side scroll action game in the series. The game is set in the sprawling Castlevania through which Alucard, son of Dracula must venture in his quest to confront, and ultimately destroy his father. Featuring ground breaking non-linear gameplay, Symphony of the Night helped define a new genre of gameplay by blending RPG elements, exploration and platforming. The vast number of weapons and items found throughout the game allows a diverse range of play styles to be employed. This game perfected the essence of the Castlevania series with gorgeous artwork and classic soundtrack that carry the player through the game. Collapse",74,mixed or average reviews,32,15,17,0,7.1,mixed or average reviews,77.0,11.0,5.0,3.0,"Miscellaneous, Compilation",No Online Multiplayer,T,#70 Most Shared PS4 Game of 2018
call-of-duty-black-ops-iii---awakening,https://www.metacritic.com/game/playstation-4/call-of-duty-black-ops-iii---awakening,Activision,Treyarch,"Feb 2, 2016","PC, PlayStation 3, Xbox 360, Xbox One","The first of four planned DLC map packs, Awakening features 4 new multiplayer maps - Skyjacked, Rise, Splash, and Gauntlet - and the next chapter in the Black Ops 3 Zombies saga, Der Eisendrache.",74,mixed or average reviews,19,10,9,0,5.2,mixed or average reviews,48.0,4.0,3.0,1.0,"Action, Shooter, First-Person, Arcade",,,
lost-words-beyond-the-page,https://www.metacritic.com/game/playstation-4/lost-words-beyond-the-page,Modus Games,Sketchbook Games,"Apr 6, 2021","PC, Stadia, Switch, Xbox One",An atmospheric narrative adventure written by Rhianna Pratchett. Set between the pages of a diary and a fantasy story where you run on words and use them to interact with the world around you.,74,mixed or average reviews,18,12,6,0,7.7,generally favorable reviews,10.0,0.0,0.0,1.0,"Action, Adventure, General, Platformer, 2D",No Online Multiplayer,E,"#52 Best PS4 Game of 2021
#98 Most Discussed PS4 Game of 2021"
costume-quest-2,https://www.metacritic.com/game/playstation-4/costume-quest-2,"Majesco Games , Majesco",Double Fine Productions,"Oct 28, 2014","PC, PlayStation 3, Wii U, Xbox 360, Xbox One","
Become a candy obsessed crusader in the sweet sequel to Double Fine's original smash hit!

Trick, treat and pick a fight with villainous dental soldiers in Costume Quest 2, the sweet sequel to Double Fines hit original, Costume Quest, that turned fans of all ages into candy obsessed crusaders. This inspired RPG adventure includes a range of new features and gameplay improvements to double the amount of mischievous fun. Explore spooky time-traversing landscapes, don adorable new costumes that transform into powerful Hallo-warriors, and collect even Creepier Treat Cards to wield in combat against a legion of hygiene obsessed baddies. Only heroic siblings Wren and Reynold can save Halloween forever! Collapse",74,mixed or average reviews,7,3,4,0,6.8,mixed or average reviews,38.0,4.0,4.0,1.0,"Role-Playing, Action RPG, Japanese-Style",,E10+,#73 Best PS4 Game of 2014
dying-light,https://www.metacritic.com/game/playstation-4/dying-light,Warner Bros. Interactive Entertainment,Techland,"Jan 27, 2015","PC, Xbox One","During the day you will explore the city in search of provisions and weapons. When the night falls, however, this troubled world undergoes a dramatic transformation that gives the gameplay a new dimension. You, as a hunter by day, become the hunted. The infected increase their strength, but something more sinister lurks in the dark to begin its prowl. Collapse",74,mixed or average reviews,58,33,25,0,8.1,generally favorable reviews,1977.0,346.0,73.0,31.0,"Horror, Action Adventure, Horror, Survival",5,M,"#11 Most Discussed PS4 Game of 2015
#34 Most Shared PS4 Game of 2015"
grow-home,https://www.metacritic.com/game/playstation-4/grow-home,Ubisoft,Ubisoft Reflections,"Sep 1, 2015",PC,"As the lovable B.U.D. (Botanical Utility Droid), you will explore the skies using the power of the Star Plant, a giant beanstalk-like plant that B.U.D. can grow and direct as he makes his way from the planet’s surface up to his mother ship. [Ubisoft]",74,mixed or average reviews,7,3,4,0,6.1,mixed or average reviews,167.0,21.0,14.0,13.0,"Action Adventure, Sandbox, Open-World",,E,#63 Most Discussed PS4 Game of 2015
samurai-warriors-spirit-of-sanada,https://www.metacritic.com/game/playstation-4/samurai-warriors-spirit-of-sanada,Koei Tecmo Games,Omega Force,"May 23, 2017",PC,"Struggle for survival. Death before surrender! Experience the dramatic story and epic, action-packed battles of the Sanada clan during Japan's Warring States period.",74,mixed or average reviews,31,14,17,0,7.1,mixed or average reviews,22.0,1.0,3.0,0.0,"Action, Beat-'Em-Up, 3D",,T,
lapis-x-labyrinth,https://www.metacritic.com/game/playstation-4/lapis-x-labyrinth,NIS America,Nippon Ichi Software,"May 28, 2019",Switch,"Stack, raid, and GET PAID. The dungeon-diving action RPG Lapis x Labyrinth puts you at the center of a high-octane treasure-hunting quest, where the danger is great and the rewards are even greater! Do you have what it takes to smash through hordes of monsters and traps to gain riches beyond your imagination? When a struggling village falls on hard times and is desperate need of wealth, there's only one solution: gather your comrades, venture into the Labyrinth below the Golden Forest, and claim the piles of gold and treasures hidden within! You will need all your courage and wits to survive the dangers ahead, but the treasures that await you are well worth it! Customize your team with over 4,000 unique combinations, then use the creative stacking mechanic to perform synchronized attacks. When you've racked up enough destruction, unleash the explosive power of Fever Mode to really make the cash flow! With 8 different character classes, engaging monster encounters, and stylish, over-the-top visuals, this adventure has everything you need to make it rain. Collapse",74,mixed or average reviews,7,5,2,0,5.0,mixed or average reviews,13.0,0.0,0.0,1.0,"Role-Playing, Action RPG",No Online Multiplayer,E10+,
journey-to-the-savage-planet,https://www.metacritic.com/game/playstation-4/journey-to-the-savage-planet,505 Games,Typhoon Studios,"Jan 28, 2020","PC, Switch, Xbox One","In this colorful, co-op adventure game you play as the newest recruit to Kindred Aerospace. Dropped onto an uncharted planet with little equipment, you must determine if this planet is fit for human habitation but perhaps you are not the first to set foot here…",74,mixed or average reviews,57,38,18,1,7.0,mixed or average reviews,88.0,17.0,9.0,2.0,"Action Adventure, General, Open-World",2,T,#89 Most Discussed PS4 Game of 2020
chroma-squad,https://www.metacritic.com/game/playstation-4/chroma-squad,Behold Studios,Behold Studios,"May 19, 2017","iPhone/iPad, PC, Switch, Xbox One","Chroma Squad is a tactical RPG about five stunt actors who decide to quit their jobs and start their own Power Rangers-inspired TV show! Cast actors, purchase equipment and upgrades for your studio, craft weapons, and build giant Mechas out of cardboard and duct tape. Once the cameras are rolling, control your cast of five colored-jumpsuit-clad warriors in dramatic, turn-based battles. [Playstation.com] Collapse",74,mixed or average reviews,7,3,4,0,7.0,mixed or average reviews,10.0,1.0,0.0,0.0,"Strategy, Turn-Based, Tactics",No Online Multiplayer,T,
sky-force-reloaded,https://www.metacritic.com/game/playstation-4/sky-force-reloaded,"Infinite Dreams , Infinite Dreams Inc.","Infinite Dreams, Infinite Dreams Inc.","Nov 28, 2017","iPhone/iPad, PC, Switch, Xbox One","The best mobile shooter is now ready to rock your iPhone!Sky Force Reloaded is an award winning and highly acclaimed vertical shooter. It features 3d interactive objects, outstanding graphics, special effects, high quality soundtrack and 100% of pure gameplay.Ever wanted to play a good arcade vertical shooter? This one is for you!----------------------------------------------PRESS:IGN Review:9.5/10 - Force your friend to buy this one.AppSmile.com5/5 - With its recent introduction into the App Store, Sky Force Reloaded (or perhaps re-Reloaded) is a title no arcade junkie should miss.PocketGamer:10/10 - Graphically, Sky Force: Reloaded is stunning. The whole game screams quality.PocketPlayers.deOne of the best, if not THE best shooters!----------------------------------------------FEATURES:- 8 large levels- plenty of enemies,- interactive environment elements*- upgradable weapons- dynamic weather (rain, clouds, wind)- highscoresRecommended for fans of Raiden, 1942, 1945, iFighter, Siberian Strike Collapse",74,mixed or average reviews,13,7,5,1,8.0,generally favorable reviews,30.0,9.0,1.0,0.0,"Action, Shooter, Shoot-'Em-Up, Vertical",No Online Multiplayer,E10+,
amplitude,https://www.metacritic.com/game/playstation-4/amplitude,Harmonix Music Systems,Harmonix Music Systems,"Jan 5, 2016",PlayStation 3,"Amplitude features over twenty songs composed for an optimal beatmatching experience by Harmonix with contributions from Freezepop, Danny B, Jim Guthrie, and more. Many of the developers from the original game worked on this reboot.",74,mixed or average reviews,59,30,28,1,7.2,mixed or average reviews,51.0,6.0,5.0,0.0,"Miscellaneous, Action, Rhythm, Music",,E,
the-dark-pictures-anthology-house-of-ashes,https://www.metacritic.com/game/playstation-4/the-dark-pictures-anthology-house-of-ashes,Bandai Namco Games,Supermassive Games,"Oct 22, 2021","PC, PlayStation 5, Xbox One, Xbox Series X","
From the creators of Until Dawn

Switch between the perspective of 5 playable characters - All can live or die in your version of the story

Multiple ways to play including 2 player online coop mode

Hugely branching storyline that changes based on the decisions you make

Each game in The Dark Pictures Anthology is a complete and original story in its own right

THREE WAYS TO PLAY
Introducing multiplayer to The Dark Pictures Anthology!
1. SOLO STORY
The complete terrifying story as a single player experience
2. MOVIE NIGHT MODE
You and up to 4 friends will play the story together on the couch, each controlling a different character

And:

3. SHARED STORY
2 player online co-operative mode. Play the whole story online with a friend, making choices that affect you both. Collapse",74,mixed or average reviews,12,7,5,0,8.0,generally favorable reviews,155.0,16.0,8.0,6.0,"Action Adventure, Survival",2,M,"#53 Best PS4 Game of 2021
#16 Most Discussed PS4 Game of 2021"
pathfinder-kingmaker---definitive-edition,https://www.metacritic.com/game/playstation-4/pathfinder-kingmaker---definitive-edition,THQ Nordic,Owlcat Games,"Aug 18, 2020",Xbox One,"Pathfinder: Kingmaker is the first single-player isometric CRPG set in the world of a top-selling D&D type role-playing game by Paizo. Being a tribute to such classics as Baldur's Gate and Neverwinter Nights, it brings back memories of beloved gameplay mechanics and embarks the player on a hand-crafted, story-driven adventure. Become introduced to the rich universe of Pathfinder as a newcomer or explore famous locations familiar to any fan of the original tabletop game. Walk your path through the legendary Stolen Lands and meet iconic characters, ready to accompany you on your arduous journey. Gather the perfect party, dive into a great variety of dungeons, and defeat some of the deadliest creatures this world has ever seen. Witness how your decisions affect the environment and the people inhabiting it.

Establish your kingdom to bring peace, hope, and prosperity to the land or take everything for yourself and drive it into darkness. The choice is only yours!

THE MAJOR FEATURES:

COMPANION FOCUSED STORY
Experience the adventure alongside living and breathing companions, each with deep stories and decisions of their own. Love them, adore them or hate them for who they are.

CHARACTER DEVELOPMENT
Customize your character and companions with a multitude of options available in Pathfinder to make the perfect party capable of overcoming insurmountable challenges.

KINGDOM
Establish your kingdom in Stolen Lands, claim new territories, and build towns and cities. Be a wise ruler or a heavy-handed tyrant. Collapse",74,mixed or average reviews,17,9,8,0,5.1,mixed or average reviews,48.0,8.0,9.0,16.0,"Role-Playing, Action RPG, Western-Style",No Online Multiplayer,T,#80 Most Discussed PS4 Game of 2020
wild-guns-reloaded,https://www.metacritic.com/game/playstation-4/wild-guns-reloaded,Natsume,"Natsume, NATSUME ATARI Inc.","Dec 20, 2016","PC, Switch","In Wild Guns: Reloaded, Annie has tracked down the famed bounty hunter Clint to get revenge on the Kid gang. With eight stages, each with three zones, there's plenty of bad robots to blast away",74,mixed or average reviews,10,6,4,0,7.0,mixed or average reviews,18.0,0.0,3.0,0.0,"Action, Platformer, Shooter, 2D, Light Gun",,E10+,
tt-isle-of-man-ride-on-the-edge-2,https://www.metacritic.com/game/playstation-4/tt-isle-of-man-ride-on-the-edge-2,Bigben Interactive,KT Racing,"Mar 19, 2020","PC, Switch, Xbox One","Racing across an over 60 km long ultra-technical track at breakneck speed requiring realistic riding skills… that is the challenge that awaits in TT2! Lots of new features lie ahead: open world, reworked physics, classic motorbikes, and more. Fine-tune your motorbike, upgrade its performance and monitor its data in real time to stay competitive. Collapse",74,mixed or average reviews,18,7,11,0,5.6,mixed or average reviews,18.0,2.0,2.0,1.0,"Racing, Arcade, Automobile",8,E,
ride-4,https://www.metacritic.com/game/playstation-4/ride-4,Milestone S.r.l,Milestone S.r.l,"Oct 5, 2020","PC, PlayStation 5, Xbox One, Xbox Series X","Are you ready to live the best gaming experience that a motorcycle fan can get? RIDE 4 will spark your competitive soul with hundreds of bikes, dozens of tracks and a whole new level of realism.",74,mixed or average reviews,20,11,9,0,6.6,mixed or average reviews,36.0,9.0,5.0,5.0,"Racing, Simulation, Automobile",12,E,
attack-on-titan,https://www.metacritic.com/game/playstation-4/attack-on-titan,Koei Tecmo Games,Omega Force,"Aug 30, 2016","PC, PlayStation 3, PlayStation Vita, Xbox One","Also known as ""Attack on Titan: Wings of Freedom"". Fight on a violent battlefield in which the game changes from moment to moment. Utilizing the ""Omni-directional mobility gear"" created specifically for battle with Titans allows you to fly freely across and above the battlefield. It's incumbent upon the Scout Regiment, to which Eren belongs, to travel beyond the Wall and expand the territories of mankind. Collapse",74,mixed or average reviews,58,32,25,1,7.1,mixed or average reviews,143.0,17.0,11.0,3.0,"Action, Beat-'Em-Up, 3D",4,M,"#99 Most Discussed PS4 Game of 2016
#48 Most Shared PS4 Game of 2016"
slipstream,https://www.metacritic.com/game/playstation-4/slipstream,BlitWorks,ansdor,"Apr 7, 2022","PC, PlayStation 5, Switch, Xbox One","It's 199X, you're in the driver seat. As you turn the key and hear the engine starting, a cassette plays on the stereo. The clear blue sky invites you to escape, to explore a world of exotic landscapes and thrilling races. Step on the gas, choose your path, drive across cities, mountains, deserts, forests, beaches — places from all over the world and beyond. Slipstream is a racing game influenced and inspired by the OutRun series, SEGA games in general, Initial D, Vaporwave & Synthwave aesthetics and the spirit of 90s arcades. It uses a real pseudo3D engine to provide an authentic retro experience in a modern shell. After being funded via kickstarter in 2016 and delayed more times than the developer would like to admit, it was released independently for PC in 2018. Collapse",74,mixed or average reviews,7,4,3,0,tbd,no user score yet,,,,,"Racing, Arcade, Automobile",,E,#23 Best PS4 Game of 2022
windjammers-2,https://www.metacritic.com/game/playstation-4/windjammers-2,DotEmu,DotEmu,"Jan 20, 2022","PC, Switch, Xbox One","The best flying disc game of all time is back! With amazing hand-drawn graphics, crazy new moves, gameplay mechanics and awesome new characters and stages, Windjammers 2 is the sequel you've been dreaming of.",74,mixed or average reviews,16,8,8,0,6.2,mixed or average reviews,11.0,1.0,1.0,0.0,"Sports, Individual, Other",2,E,"#24 Best PS4 Game of 2022
#25 Most Discussed PS4 Game of 2022"
198x,https://www.metacritic.com/game/playstation-4/198x,Hi-Bit Studios,Hi-Bit Studios,"Jul 16, 2019","PC, Switch","Over-the-top arcade action meets coming-of-age drama, blurring the lines between game and reality...Welcome to Suburbia, just outside the City, sometime in 198X. This is the journey of Kid, a teenager stuck between the limitations of innocent youth and the obligations of inevitable adulthood. The story unfolds when Kid discovers the local arcade – finding new worlds, and new meaning, in video games… Collapse",74,mixed or average reviews,7,3,4,0,5.9,mixed or average reviews,15.0,3.0,1.0,0.0,"Action, Miscellaneous, Platformer, Party / Minigame, 2D",No Online Multiplayer,T,
atelier-firis-the-alchemist-and-the-mysterious-journey,https://www.metacritic.com/game/playstation-4/atelier-firis-the-alchemist-and-the-mysterious-journey,Koei Tecmo Games,Koei Tecmo Games,"Mar 7, 2017","PC, PlayStation Vita","The second entry in the Mysterious saga follows the adventures of the enthusiastic Firis Mistlud and her loving older sister Liane Mistlud. The sisters have lived their entire lives in the isolated town of Ertona, where Firis uses her unique ability to see where crystals are buried. By way of a fateful encounter, Firis learns of the Alchemy Exam and decides to take her first step into the outside world, setting off on a grand journey to become a certified alchemist and discover the mysteries that life has to offer. [Playstation.com] Collapse",74,mixed or average reviews,31,16,15,0,7.1,mixed or average reviews,52.0,4.0,2.0,0.0,"Role-Playing, Japanese-Style",No Online Multiplayer,T,
contra-anniversary-collection,https://www.metacritic.com/game/playstation-4/contra-anniversary-collection,Konami,"Konami, M2","Jun 11, 2019","PC, Switch, Xbox One","The Contra Anniversary Collection brings this classic Run and Gun franchise back to modern platforms and a new generation of players. Grab power ups and blast your way through waves of menacing enemies and bosses that will put your reaction skills to the test. Also included is a digital Bonus Book with tons of concept documents and sketches, the official chronology of the franchise, an exclusive interview with the veteran producer of the series, and more. Collapse",74,mixed or average reviews,14,6,8,0,6.2,mixed or average reviews,28.0,2.0,0.0,1.0,"Miscellaneous, Compilation",No Online Multiplayer,E10+,#17 Most Shared PS4 Game of 2019
batman-the-telltale-series---episode-3-new-world-order,https://www.metacritic.com/game/playstation-4/batman-the-telltale-series---episode-3-new-world-order,Telltale Games,Telltale Games,"Oct 25, 2016","PC, PlayStation 3, Xbox 360, Xbox One","Penguin's brutal attack broadcast on live TV has left Gotham City reeling. As Bruce and Batman, you'll dig deeper into the web of intrigue surrounding the newly revealed Children of Arkham. Meanwhile, behind closed doors, the mysterious Selina Kyle reveals more of herself to Bruce. And in the aftermath of the attack, Bruce’s friend and Gotham’s new mayor, Harvey Dent, is a deeply changed man. Who can be trusted when the future of Bruce Wayne - and the Batman - could be determined by the flip of a coin? Collapse",74,mixed or average reviews,11,6,5,0,6.9,mixed or average reviews,33.0,0.0,1.0,0.0,"Adventure, Point-and-Click",No Online Multiplayer,M,
darius-cozmic-collection-arcade,https://www.metacritic.com/game/playstation-4/darius-cozmic-collection-arcade,ININ Games,"Taito Corporation, M2","Jun 16, 2020","PC, Switch","The Darius Cozmic Collection Arcade contains 4 legendary console titles in a total of 7 versions:

DARIUS (old version)
DARIUS (new version)
DARIUS (extra version)
DARIUS II (dual screen version)
SAGAIA (Ver. 1)
SAGAIA (Ver. 2)
DARIUS GAIDEN",74,mixed or average reviews,11,6,5,0,3.4,generally unfavorable reviews,8.0,0.0,0.0,0.0,"Miscellaneous, Compilation",No Online Multiplayer,E10+,
sonic-colors-ultimate,https://www.metacritic.com/game/playstation-4/sonic-colors-ultimate,Sega,"Sega, Blind Squirrel Entertainment","Sep 7, 2021","PC, Switch, Xbox One, Xbox Series X",The evil Dr. Eggman has built an interstellar amusement park – but he’s powering it with a captured alien race called “Wisps.” Use Sonic’s speed to free the Wisps and gain their amazing powers as you explore six colorful unique worlds.,74,mixed or average reviews,54,29,25,0,5.6,mixed or average reviews,293.0,64.0,19.0,46.0,"Action, Platformer, 2D, 3D",,E,"#54 Best PS4 Game of 2021
#7 Most Discussed PS4 Game of 2021"
neverending-nightmares,https://www.metacritic.com/game/playstation-4/neverending-nightmares,Infinitap Games,Infinitap Games,"May 3, 2016","iPhone/iPad, PC, PlayStation Vita, Switch",A terrifying psychological horror game inspired by the developer's battle with mental illness. Explore nightmares! Branching narrative!,74,mixed or average reviews,10,5,5,0,7.0,mixed or average reviews,27.0,3.0,3.0,0.0,"Action Adventure, Survival",,M,
shantae-riskys-revenge---directors-cut,https://www.metacritic.com/game/playstation-4/shantae-riskys-revenge---directors-cut,"WayForward , Limited Run Games",WayForward,"Jun 23, 2015","iPhone/iPad, PC, Stadia, Wii U","Discover magical attacks, brew zombie coffee, save golden babies and master the art of belly dancing to transform Shantae into more powerful creatures. Use your powers to foil the lady pirate Risky Boots and save Sequin Land from certain doom.",74,mixed or average reviews,10,7,3,0,7.2,mixed or average reviews,34.0,0.0,1.0,0.0,"Action, Platformer, 2D",,E10+,
