Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
wild-hearts,https://www.metacritic.com/game/xbox-series-x/wild-hearts,Electronic Arts,Omega Force,"Feb 17, 2023","PC, PlayStation 5","Master ancient tech to hunt down giant beasts through a fantasy world inspired by feudal Japan. WILD HEARTS is a unique twist on the hunting genre where technology gives you a fighting chance against fearsome beasts infused with the ferocious power of nature itself. Take on these creatures alone or hunt with friends in seamless co-op. Developed by Omega Force, the Japanese studio behind the Dynasty Warriors franchise and in partnership with EA Originals, WILD HEARTS takes you on an epic adventure set in a fantasy world inspired by feudal Japan.
Collapse",78,generally favorable reviews,22,18,4,0,9.1,universal acclaim,76.0,5.0,0.0,3.0,"Action Adventure, General",3,T,"#9 Best Xbox Series X Game of 2023
#8 Most Discussed Xbox Series X Game of 2023"
one-piece-odyssey,https://www.metacritic.com/game/xbox-series-x/one-piece-odyssey,Bandai Namco Games,"ILCA, Inc.","Jan 13, 2023","PC, PlayStation 4, PlayStation 5","Join this brand-new RPG featuring new character and monster designs produced by Eiichiro Oda, the author of ONE PIECE. The game is also complemented by the beautiful music of Motoi Sakuraba, a composer well known for his various contributions to video games such as the Dark Souls and Tales of series.

During their voyage, the Straw Hats, led by Monkey D. Luffy are swallowed by a huge storm at sea. They end up on a mysterious island full of nature amidst the storm and become separated from each other. The crew sets out on a new adventurous journey filled with wonders of a raging nature, powerful enemies, and strange encounters with island locals.

Work together with Luffy and his crew to set sail once again! Collapse",77,generally favorable reviews,11,8,3,0,5.3,mixed or average reviews,7.0,1.0,1.0,0.0,"Role-Playing, General, Japanese-Style",No Online Multiplayer,T,"#10 Best Xbox Series X Game of 2023
#12 Most Discussed Xbox Series X Game of 2023"
tiny-tinas-wonderlands,https://www.metacritic.com/game/xbox-series-x/tiny-tinas-wonderlands,"2K Games , Gearbox Publishing",Gearbox Software,"Mar 25, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","Embark on an epic adventure full of whimsy, wonder, and high-powered weaponry! Bullets, magic, and broadswords collide across this chaotic fantasy world brought to life by the unpredictable Tiny Tina, who makes the rules, changes the world on the fly, and guides players on their journey. Customize your own multiclass hero and loot, shoot, slash, and cast your way through outlandish monsters and treasure-filled dungeons on a quest to stop the tyrannical Dragon Lord. Everyone's welcome, so join the party, throw on your adventuring boots, and be Chaotic Great! Collapse",77,generally favorable reviews,14,10,4,0,6.1,mixed or average reviews,75.0,19.0,5.0,13.0,"Action, Shooter, First-Person, Arcade",4,T,"#47 Best Xbox Series X Game of 2022
#27 Most Discussed Xbox Series X Game of 2022"
like-a-dragon-ishin!,https://www.metacritic.com/game/xbox-series-x/like-a-dragon-ishin!,Sega,Ryu ga Gotoku Studios,"Feb 18, 2023","PC, PlayStation 4, PlayStation 5, Xbox One","1860s Kyo is plagued by widespread inequality, and one samurai will change the course of history in his search for justice. Take up the sword of Sakamoto Ryoma and venture to Kyoto to find your father’s killer, clear yourself of a framed murder, and restore your honor. In doing so, you will… Expand",77,generally favorable reviews,15,10,5,0,7.9,generally favorable reviews,18.0,7.0,0.0,0.0,"Action Adventure, Open-World",No Online Multiplayer,M,"#11 Best Xbox Series X Game of 2023
#9 Most Discussed Xbox Series X Game of 2023"
call-of-duty-modern-warfare-ii,https://www.metacritic.com/game/xbox-series-x/call-of-duty-modern-warfare-ii,Activision,Infinity Ward,"Oct 28, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","
A global squad of iconic veterans and new legends of yet untold clandestine missions, these Operators are set to deliver a new era of Call of Duty when Modern Warfare II releases on October 28, 2022.

Initial asset intel brings revelations about key members of Task Force 141, including Team leader Captain John Price, Sergeant Kyle ""Gaz"" Garrick, Sergeant ""Soap"" MacTavish, lone-wolf Simon ""Ghost"" Riley, and Colonel Alejandro Vargas of the Mexican Special Forces. Collapse",77,generally favorable reviews,19,14,5,0,6.5,mixed or average reviews,195.0,31.0,11.0,36.0,"Action, Shooter, First-Person, Tactical, Arcade",64,M,"#48 Best Xbox Series X Game of 2022
#15 Most Discussed Xbox Series X Game of 2022"
exo-one,https://www.metacritic.com/game/xbox-series-x/exo-one,Future Friends Games,Exbleative,"Nov 18, 2021","PC, Xbox One","A strange signal… an alien craft… Exo One is an interplanetary, gravity-defying journey through space and time. Master a truly alien traversal system and move through enigmatic and desolate landscapes in ways you’ve never experienced. Use gravity and momentum to reach colossal speeds and exhilarating heights. Collapse",77,generally favorable reviews,8,6,2,0,6.6,mixed or average reviews,33.0,6.0,5.0,3.0,"Simulation, Adventure, General, Space, Civilian",No Online Multiplayer,E,"#36 Best Xbox Series X Game of 2021
#43 Most Discussed Xbox Series X Game of 2021"
spellforce-iii-reforced,https://www.metacritic.com/game/xbox-series-x/spellforce-iii-reforced,THQ Nordic,Grimlore Games,"Jun 7, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","SpellForce III Reforced is a unique mix of an epic RPG storyline blended with accessible real-time strategy elements, designed to offer a riveting console experience to fans and newcomers alike. It is the year 518. The rebellion of the renegade mages, known as the Mage Wars, has been quashed by the Crown. However, it was a Pyrrhic victory: Whole regions have fallen into anarchy, refugees roam the lands in search of shelter, and a mysterious, deadly plague called the “Bloodburn” has arisen and is spreading rapidly. In times like these people cling to any sign of hope they can find. The Purity of Light, led by a charismatic man called Rondar Lacaine, claims that mages are the source of all misfortune – and that only the second coming of Aonir, the father of all gods, will return Eo to its former splendor. The story takes place before the acclaimed SpellForce: The Order of Dawn. Collapse",77,generally favorable reviews,7,6,1,0,8.5,generally favorable reviews,4.0,1.0,0.0,0.0,"Strategy, Real-Time, Tactics",6,M,#49 Best Xbox Series X Game of 2022
no-more-heroes-iii,https://www.metacritic.com/game/xbox-series-x/no-more-heroes-iii,XSEED Games,Grasshopper Manufacture,"Oct 11, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","
The latest numbered entry in the No More Heroes series... No More Heroes 3 is coming in 2020!

Travis Touchdown returns to Santa Destroy after a ten-year absence.

There he finds a huge artificial island metropolis floating in the sea, and a mysterious flying object hovering high above.

What kind of crazy dangerous assassins will Travis face off against this time?! Collapse",77,generally favorable reviews,13,9,4,0,tbd,no user score yet,1.0,0.0,0.0,0.0,"Action Adventure, General, Open-World",No Online Multiplayer,M,#50 Best Xbox Series X Game of 2022
scarlet-nexus,https://www.metacritic.com/game/xbox-series-x/scarlet-nexus,Bandai Namco Games,Bandai Namco Games,"Jun 25, 2021","PC, PlayStation 4, PlayStation 5, Xbox One","Assume the role of Yuito Sumeragi, a new recruit to the OSF aiming to become an elite psionic like the one who saved him as a child. Armed with a talent in psycho-kinesis, explore the futuristic city of New Himuka and uncover the mysteries of a Brain Punk future caught between technology and psychic abilities in SCARLET NEXUS. Using psycho-kinetic abilities, the world around you becomes your greatest weapon. Lift, break and throw pieces of your environment to build your attack combos and lay waste to your enemies. Deranged mutants that descended from the sky, highly resistant to conventional attack methods and defenses. Tormented by the constant pain of their mutation, they seek brains of living organisms to calm their madness. Explore and protect a futuristic Japanese landscape that combines inspirations from classic anime and western science fiction. Dive into a complex story of bonds, courage and heroism crafted by minds behind the iconic Tales of Vesperia. Collapse",77,generally favorable reviews,22,14,8,0,8.0,generally favorable reviews,128.0,22.0,6.0,5.0,"Action Adventure, Open-World, Role-Playing, Action RPG",No Online Multiplayer,T,"#37 Best Xbox Series X Game of 2021
#28 Most Discussed Xbox Series X Game of 2021"
need-for-speed-unbound,https://www.metacritic.com/game/xbox-series-x/need-for-speed-unbound,Electronic Arts,Criterion Games,"Dec 2, 2022","PC, PlayStation 5","START AT THE BOTTOM, RACE TO THE TOP. The world is your canvas in Need for Speed™ Unbound. Prove you have what it takes to win The Grand, Lakeshore’s ultimate street racing challenge. Across four intense weeks of racing, earn enough cash to enter weekly qualifiers, beat the competition, and make your mark on the street racing scene while outdriving and outsmarting the cops. Pack your garage with precision-tuned, custom rides and light up the streets with your unique style, exclusive fits, and a vibrant global soundtrack led by A$AP Rocky and AWGE that bumps in every corner of the world. Express yourself to the fullest with the freshest new art styles and signature tags that represent what you're all about. With separate single and multiplayer campaigns, this latest edition in the Need for Speed™ franchise from Criterion Games™ delivers hours of electric, adrenaline-pumping action.

• Graffiti comes to life in Need for Speed™ Unbound with an all-new, unique visual style that blends elements of the freshest street art with the most realistic looking cars in Need for Speed™ history. Access a brand-new toolkit of high-energy visual and sound effects to express your driving skills, including Burst Nitrous, a new boost tactic that delivers a dizzying rush of speed.

• To get to the top, you gotta take risks. Choose how and when to put it all on the line, pulling huge drifts on the street, outdriving the cops, or placing side bets with your own earnings against rival racers. Time is money, so find the fastest way to earn enough cash to enter the weekly qualifiers and make it to Lakeshore’s ultimate race, The Grand.

• The more you race, the more you build heat. While the cops pile on the pressure, you gotta make tactical decisions using new escape mechanics to take control of the chase. Do you outrun the cops, battle them head on, or hide out in Lakeshore's underground? Run these streets and you’ll reap the rewards.

• Pull up to a Meetup and show off your unique style with hundreds of cosmetic items to choose from, including exclusive gear from some of the world’s most pioneering fashion innovators. Extend that look to your ride, transforming your cars with unique wraps and cutaways for the ultimate legendary custom. And when you take first, don't forget to stunt on the competition with your own personal win poses. Collapse",77,generally favorable reviews,22,16,6,0,5.5,mixed or average reviews,109.0,25.0,6.0,27.0,"Racing, Arcade, Automobile",,T,"#51 Best Xbox Series X Game of 2022
#22 Most Discussed Xbox Series X Game of 2022"
samurai-shodown-special-edition,https://www.metacritic.com/game/xbox-series-x/samurai-shodown-special-edition,"Deep Silver , SNK Corporation",SNK Corporation,"Mar 16, 2021",,"SAMURAI SHODOWN has enjoyed worldwide success as a blade-wielding fighting game series since its first release in 1993. 11 years have passed since the last series installment, and it is now time for SAMURAI SHODOWN to return in a brand-new game featuring high-end visuals and gameplay! Faithfully reproducing the game mechanics and atmosphere that contributed to the success of the series, SAMURAI SHODOWN includes a revolutionary feature that learns from players game actions and patterns in order to create CPU-controlled ""ghost"" characters. With a story set one year before the very first installment, a diverse cast of returning and new characters cross paths in order to fulfill their destinies!

* SAMURAI SHODOWN is faithful to the series' roots by delivering the same tense and exhilarating battles that it has always been known for.

* Using the power of UNREAL® ENGINE 4 the series is able to achieve a level of detail and graphical quality like never before.

* Using revolutionary Deep Learning AI, the game will learn from player tactics and create Ghost characters which players around the globe can share and fight against. Collapse",77,generally favorable reviews,11,7,4,0,6.5,mixed or average reviews,4.0,2.0,0.0,0.0,"Action, Fighting, 2D",10,M,"#38 Best Xbox Series X Game of 2021
#77 Most Discussed Xbox Series X Game of 2021"
sniper-elite-5,https://www.metacritic.com/game/xbox-series-x/sniper-elite-5,"Rebellion , Sold Out",Rebellion,"May 26, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","As part of a covert US Rangers operation to weaken the Atlantikwall fortifications along the coast of Brittany, Karl makes contact with the French Resistance. Soon they uncover a secret Nazi project that threatens to end the war before the Allies can even invade Europe: Operation Kraken. It's Karl's mission to take out the high-ranking Nazi officers and end Operation Kraken once and for all. Based upon real world locations from France in 1944, the new game maps are the largest and most immersive in the franchise's history with the new traversal system offering players an even greater sandbox of options when it comes to taking out their targets. You can even invite a friend to help you on your mission with enhanced cooperative gameplay options. Collapse",77,generally favorable reviews,24,18,6,0,6.4,mixed or average reviews,75.0,4.0,13.0,14.0,"Action, Shooter, First-Person, Tactical",16,M,"#52 Best Xbox Series X Game of 2022
#31 Most Discussed Xbox Series X Game of 2022"
super-monkey-ball-banana-mania,https://www.metacritic.com/game/xbox-series-x/super-monkey-ball-banana-mania,Sega,Sega,"Oct 5, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Go Bananas with your favorite monkey gang in the ultimate Super Monkey Ball adventure. Roll through wondrous worlds with AiAi and friends as you race to stop monkey mad scientist Dr. Bad-Boon from blowing up Jungle Island! Join the all-star monkey team of AiAi, MeeMee, GonGon, Baby, YanYan








… Expand",77,generally favorable reviews,16,10,6,0,7.5,generally favorable reviews,6.0,1.0,1.0,0.0,"Miscellaneous, Compilation",,E10+,"#39 Best Xbox Series X Game of 2021
#73 Most Discussed Xbox Series X Game of 2021"
soul-hackers-2,https://www.metacritic.com/game/xbox-series-x/soul-hackers-2,"Sega , Atlus",Atlus,"Aug 26, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","In the Soul Hackers 2 , 2 characters--Ringo and Figue--awaken in order to prevent the destruction of the world by ""The Great One."" The game features a new storyline and roster of characters, so it's not necessary to have played its predecessor.",77,generally favorable reviews,9,5,4,0,6.3,mixed or average reviews,32.0,9.0,0.0,2.0,"Role-Playing, Japanese-Style",No Online Multiplayer,M,"#53 Best Xbox Series X Game of 2022
#55 Most Discussed Xbox Series X Game of 2022"
dying-light-2-stay-human,https://www.metacritic.com/game/xbox-series-x/dying-light-2-stay-human,Techland,"Techland, Warner Bros. Interactive Entertainment","Feb 4, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","THE FATE OF THE CITY IS IN YOUR HANDS It's been 15 years since humanity lost to the virus. The last great human settlement exists within an unforgiving, infected world, plunged into a modern dark age. During the day, bandits, factions and starving survivors roam the streets scavenging for scraps - or someone to take them from, by violence if necessary. At night the infected roam free, evacuating their dark hideouts to prey on the living. You are Aiden Caldwell, an infected survivor. Your exceptional agility and brutal combat skills make you a powerful ally and a valuable commodity in this dangerous world. You can achieve things no one else can. Enter places no one else dares. With your unique abilities you have the power to be an agent of change within this decaying metropolis.

YOUR CHOICES, YOUR WORLD
You must make tough decisions and hard sacrifices as you decide the fate of a society on the brink of collapse. The effect of the choices you make will have a huge impact on entire regions of the city, uncovering new land masses and areas to explore. Play the entire campaign in up to four-player co-op. Host your own games or join other players' and see how their choices have played out differently to your own.

EXCEPTIONAL AGILITY AND BRUTAL COMBAT
On your journey from humble beginnings to a person of great power, you have unprecedented freedom of movement across the city, seamlessly integrated with brutal first person combat.

A MODERN DARK AGE
In a desperate city, where resources and power are scarce, unstable, and trust in ruling bodies is all but eroded; humankind has reverted to a dark age. Civilization is gone but the relics are still there. This is a violent, primal & unforgiving world - and so are its inhabitants.

THE INFECTION HAS EVOLVED
The infection has evolved and become more sensitive to UV light. Society exists in the relative safety of sunlight, while the infected hide in the shadows of buildings. At night the infected roam the streets freely searching for prey, presenting opportunities for you to explore areas of the city inaccessible by day. Collapse",77,generally favorable reviews,39,25,14,0,4.9,generally unfavorable reviews,858.0,93.0,23.0,67.0,"Action Adventure, Survival",4,M,"#54 Best Xbox Series X Game of 2022
#5 Most Discussed Xbox Series X Game of 2022"
as-dusk-falls,https://www.metacritic.com/game/xbox-series-x/as-dusk-falls,Xbox Game Studios,INTERIOR/NIGHT,"Jul 19, 2022","PC, Xbox One","Every Family has Secrets. Every Secret has a Price. As Dusk Falls is an original interactive drama from INTERIOR/NIGHT that explores the entangled lives of two families across thirty years. Starting in 1998 with a robbery-gone-wrong in small town Arizona, the choices you make have a powerful impact on the characters’ lives in this uncompromising story of betrayal, sacrifice and resilience. Drive the lives and relationships of multiple characters in a decades-spanning story told across two intense books. Collapse",77,generally favorable reviews,74,51,21,2,7.7,generally favorable reviews,255.0,92.0,13.0,18.0,"Adventure, General",8,M,"#55 Best Xbox Series X Game of 2022
#11 Most Discussed Xbox Series X Game of 2022"
motogp-21,https://www.metacritic.com/game/xbox-series-x/motogp-21,"Koch Media , Milestone S.r.l",Milestone S.r.l,"Apr 22, 2021","PC, PlayStation 4, PlayStation 5, Stadia, Switch, Xbox One","Discover all the official rosters and tracks and experience the thrill of the 2021 Season. And if you want to dive into the past, you can relive the MotoGP™ history with more than 40 riders and their iconic bikes. Take critical decisions and find a winning strategy to take over the Championship! Create your crew, choosing between official teams or a new one. Pick your staff, choosing your Personal Manager, a Chief Engineer, and a Data Analyst who will help you to make crucial choices such as the best contract to get and the bike development. Reach the MotoGP™ or Moto2™ class and assemble your very own Junior team. How you ride your bike will directly affect the tires wear. Worn tires make it more difficult to handle the bike. Manage it cautiously. Forget automatic respawns. If you fall, you must get up and get back on your bike as fast as possible. Never lose control. Customize helmet, suit, stickers, racing number, and livery with 5 incredible Graphic Editors! Once you’re done, share* your designs online or try on some of your fellow player’s creations. *You can share helmet, racing number and rider stickers. Just like the real riders, you’ll have to play by the rules of the official championship or you’ll face the consequences, including, for the first time, the Long Lap Penalty. Enjoy the most authentic MotoGP™ experience.
Collapse",77,generally favorable reviews,11,7,4,0,tbd,no user score yet,2.0,1.0,0.0,0.0,"Racing, Simulation, Automobile",14,E,"#40 Best Xbox Series X Game of 2021
#80 Most Discussed Xbox Series X Game of 2021"
call-of-duty-black-ops-cold-war,https://www.metacritic.com/game/xbox-series-x/call-of-duty-black-ops-cold-war,Activision,"Raven Software, Treyarch","Nov 13, 2020","PC, PlayStation 4, PlayStation 5, Xbox One","Black Ops Cold War will drop fans into the depths of the Cold War's volatile geopolitical battle of the early 1980s. Nothing is ever as it seems in a gripping single-player Campaign, where players will come face-to-face with historical figures and hard truths, as they battle around the globe through iconic locales like East Berlin, Vietnam, Turkey, Soviet KGB headquarters, and more.

MULTIPLAYER
Engage in deniable operations and signature combat in the next generation of Multiplayer.

ZOMBIES
Players will bring a Cold War arsenal of weapons and equipment into the next evolution of Treyarch's signature Zombies co-operative experience.
WARZONE
Black Ops Cold War will also support and build on the hit, free-to-play experience Call of Duty: Warzone.
Cross Play, Cross-Progression and Cross-Generation Enabled.
NEXT-GEN
Unlock the power of next-gen Call of Duty experiences with higher framerate, hardware-based ray-tracing, shorter load times and more. Collapse",76,generally favorable reviews,21,13,8,0,4.5,generally unfavorable reviews,752.0,64.0,28.0,220.0,"Action, Shooter, First-Person, Tactical",40,M,"#13 Best Xbox Series X Game of 2020
#2 Most Discussed Xbox Series X Game of 2020"
shadow-warrior-3,https://www.metacritic.com/game/xbox-series-x/shadow-warrior-3,Devolver Digital,Flying Wild Hog,"Mar 1, 2022","PC, PlayStation 4, Xbox One","Shadow Warrior 3 launches the offbeat first-person shooter series to the next level with a seamless blend of fast-paced gunplay, razor-sharp melee combat, and a spectacular free-running movement system. Fallen corporate shogun Lo Wang and his former employer turned nemesis turned sidekick Orochi Zilla embark on an improbable mission to recapture an ancient dragon they unwillingly unleashed from its eternal prison. Armed with a punishing mix of blades and bullets, Lo Wang must traverse uncharted parts of the world to track down the dark beast and push the apocalypse back yet again. All it will take is the mask of a dead god, a dragon's egg, a touch of magic, and enough firepower to hold off the impending cataclysm. Bring a Katana to a Gunfight. Conduct a symphony of death with each encounter by mixing overwhelming firepower with devastatingly precise katana strikes as you dash in and around the demonic hordes.

Fancy Footwork
Flow between nimble movement techniques including air dashes, wall running, double jumps, and the fancy new grappling hook busts your combat and movement options wide open in every battle.

Execute Then Annihilate
Execute spectacular finishing moves to claim a piece of your conquered foe and unleash its powers back on the horde in a burst of unstoppable fury and powerful magic.

Dynamic Combat Arenas
Each environment is lined with hazardous structures and devices that can be activated to add another layer of creative choice to the offensive strategy.

Neo Feudal Japan
Trek across a mythic Asian land infused with the magic and technology of ancient samurai, now overrun by the demonic yokai from Japanese folklore.

Funny Business
Brace for expertly delivered one-liners from Lo Wang, pointed banter with Zilla, and an intense thrill ride of absurd predicaments on the way to turning doomsday into a new day. Collapse",76,generally favorable reviews,8,5,3,0,6.7,mixed or average reviews,36.0,4.0,0.0,2.0,"Action, First-Person, Shooter, Arcade",,,"#56 Best Xbox Series X Game of 2022
#70 Most Discussed Xbox Series X Game of 2022"
nba-2k22,https://www.metacritic.com/game/xbox-series-x/nba-2k22,2K Games,Visual Concepts,"Sep 10, 2021","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Enjoy competitive gameplay, online features, and a variety of game modes, including myCAREER, as you put together your dream team in this basketball video game. A WORLD OF BASKETBALL. NBA 2K22 puts the entire basketball universe in your hands. PLAY NOW in real NBA and WNBA environments against authentic teams and players. Build your own dream team in MyTEAM with today’s stars and yesterday’s legends. Live out your own pro journey in MyCAREER and experience your personal rise to the NBA. Flex your management skills as a powerful Executive in MyGM and MyLEAGUE. Anyone, anywhere can hoop in NBA 2K22. Collapse",76,generally favorable reviews,18,11,7,0,4.1,generally unfavorable reviews,51.0,6.0,3.0,16.0,"Sports, Team, Basketball, Sim",10,E,"#41 Best Xbox Series X Game of 2021
#30 Most Discussed Xbox Series X Game of 2021"
escape-academy,https://www.metacritic.com/game/xbox-series-x/escape-academy,"iam8bit , Skybound Games",Coin Crew Games,"Jul 14, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","You've just arrived at Escape Academy, a school where promising students train to become the ultimate Escape Room Master. Play over a dozen masterfully hand crafted rooms, designed by experienced experts in the field of REAL LIFE escape rooms. Experience the entirety of Escape Academy alone in single player OR through two player co-operative play. Available in local or online splitscreen. Explore the campus of Escape Academy and get to know the faculty, a colorful cast of characters, each an expert in the art of Escape. And some with secrets yet to be uncovered... Collapse",76,generally favorable reviews,9,8,1,0,6.9,mixed or average reviews,14.0,4.0,2.0,1.0,"Adventure, 3D, First-Person",2,T,"#57 Best Xbox Series X Game of 2022
#67 Most Discussed Xbox Series X Game of 2022"
sherlock-holmes-chapter-one,https://www.metacritic.com/game/xbox-series-x/sherlock-holmes-chapter-one,Frogwares,Frogwares,"Nov 16, 2021","PC, PlayStation 4, PlayStation 5","In this story-driven detective thriller, a young Sherlock Holmes struggles to prove himself as he navigates an exotic, dangerous island in the Mediterranean to investigate the mystery of his mother’s death.",75,generally favorable reviews,19,13,6,0,6.8,mixed or average reviews,38.0,4.0,2.0,3.0,"Action Adventure, Adventure, General, 3D, Open-World, First-Person",,M,"#42 Best Xbox Series X Game of 2021
#51 Most Discussed Xbox Series X Game of 2021"
powerwash-simulator,https://www.metacritic.com/game/xbox-series-x/powerwash-simulator,Square Enix Collective,FuturLab,"Jul 14, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","
Release the Pressure with PowerWash Simulator! Wash away your worries with the soothing sounds of high-pressure water. Fire up your power washer and blast away every speck of dirt and grime you can find, all with the simple satisfaction of power-washing to a sparkling finish.

Build up your business in Career Mode and complete a variety of dirty jobs across the dusty town of Muckingham. There's no right or wrong; no time pressure or final score, just you and the tools you need to soak away your stress. Want a clean start? Chill out and replay your favourite jobs in Free Play. Collapse",75,generally favorable reviews,15,10,5,0,5.8,mixed or average reviews,30.0,5.0,2.0,2.0,"Simulation, Virtual, Career",6,E,"#58 Best Xbox Series X Game of 2022
#60 Most Discussed Xbox Series X Game of 2022"
gunfire-reborn,https://www.metacritic.com/game/xbox-series-x/gunfire-reborn,505 Games,,"Oct 27, 2022","iPhone/iPad, PC, Xbox One","Gunfire Reborn is an Adventure level-based game featured with FPS, Roguelite and RPG. Players can control heros with different abilities to experience diverse Build gameplay, use randomly dropped weapons to adventure in random levels. This game can be played by single player, or Co-op up to four.
In this game, players' experience in each level is random. Every restart means brand new experience. You will meet different heroes' talents, weapons and items, different checkpoints and combat rhythms in different levels.

Game Features:

* FPS+Roguelite+RPG combined gameplay, construct diverse Build through death cycle for differnt experience
* Elaborate, yet randomized stage experience
* Over 100 different items and various weapons
* Many heroes and multiple game plus with different game mechanism
* Unique art style
* Co-op level-based adventure Collapse",75,generally favorable reviews,10,7,3,0,6.4,mixed or average reviews,9.0,4.0,1.0,2.0,"Action, Shooter, First-Person, Arcade",,,"#59 Best Xbox Series X Game of 2022
#64 Most Discussed Xbox Series X Game of 2022"
sonic-origins,https://www.metacritic.com/game/xbox-series-x/sonic-origins,Sega,Sega,"Jun 23, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","Relive the classic collected adventures of Sonic The Hedgehog, Sonic The Hedgehog 2, Sonic 3 & Knuckles, and Sonic CD in the newly remastered Sonic Origins! From the iconic Green Hill Zone to the treacherous Death Egg Robot, you'll speed down memory lane to thwart the sinister plans of Doctor Robotnik in polished high definition! This latest version includes new areas to explore, additional animations, and a brand new Anniversary mode! Explore the classic Sonic titles in high-resolution, with all-new opening and ending animations for each title! New Unlockables: Complete various missions to collect coins to unlock new content, challenges, and Special Stages through the Museum. Classic and Anniversary Mode. Choose to Spin Dash your way through the numerous zones in Classic mode with the game's original resolution and limited lives, or the new Anniversary mode with unlimited lives and revamped fullscreen resolution. Collapse",75,generally favorable reviews,12,7,5,0,5.8,mixed or average reviews,20.0,2.0,1.0,3.0,"Miscellaneous, Compilation",No Online Multiplayer,E,"#60 Best Xbox Series X Game of 2022
#69 Most Discussed Xbox Series X Game of 2022"
call-of-the-sea,https://www.metacritic.com/game/xbox-series-x/call-of-the-sea,Raw Fury,"Out of the Blue, Inc., Out of the Blue Games S.L.","Dec 8, 2020","PC, PlayStation 4, PlayStation 5, Xbox One","A weird tale of otherworldly mystery. Call of the Sea is a first-person adventure puzzle game set in the 1930s that tells the story of Norah, a woman on the trail of her missing husband's expedition. The search takes place on a strange but beautiful island in the South Pacific, filled with secrets waiting to be unearthed. It is an otherworldly tale of mystery, adventure, and self-discovery. Collapse",75,generally favorable reviews,31,21,10,0,7.4,mixed or average reviews,113.0,27.0,7.0,4.0,"Adventure, 3D, First-Person",No Online Multiplayer,T,"#14 Best Xbox Series X Game of 2020
#6 Most Discussed Xbox Series X Game of 2020"
asterigos-curse-of-the-stars,https://www.metacritic.com/game/xbox-series-x/asterigos-curse-of-the-stars,tinyBuild,Acme Gamestudio,"Oct 11, 2022","PC, PlayStation 4, PlayStation 5, Xbox One","Embark on a journey full of danger in this action RPG, inspired by Greek and Roman mythologies. Explore the breathtaking city of Aphes and forge your way through legions of unique foes and mythical bosses to discover the truth behind the city’s curse.",75,generally favorable reviews,7,4,3,0,5.0,mixed or average reviews,21.0,6.0,0.0,1.0,"Role-Playing, Action Adventure, Action RPG, Open-World",No Online Multiplayer,T,"#61 Best Xbox Series X Game of 2022
#66 Most Discussed Xbox Series X Game of 2022"
jojos-bizarre-adventure-all-star-battle-r,https://www.metacritic.com/game/xbox-series-x/jojos-bizarre-adventure-all-star-battle-r,Bandai Namco Games,CyberConnect2,"Sep 2, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","
All JOJOs Unite! Fight for Your Destiny!

Jonathan Joestar, Jotaro Kujo, DIO, Jolyne Cujoh, and other characters from JoJo's Bizarre Adventure gather across multiple generations! With 50 playable characters from all arcs, you can experience popular battles from each story, and see characters from different universes interact for the first time!

This title is based on the All Star Battle fighting system that was released in 2012. The game design of JoJo's Bizarre Adventure: All Star Battle R reinvigorates the experience with adjustments to the fighting tempo and the addition of hit stops and jump dashes.

With new audio recordings from the Part 6 anime voice actors, the full atmosphere of the animated series is realized. Both fans who have played the original All Star Battle and newcomers will be able to enjoy the experience. Collapse",75,generally favorable reviews,9,5,4,0,7.0,mixed or average reviews,7.0,1.0,1.0,1.0,"Action, Fighting, 3D",2,T,"#62 Best Xbox Series X Game of 2022
#83 Most Discussed Xbox Series X Game of 2022"
madison,https://www.metacritic.com/game/xbox-series-x/madison,"Perp Games , BLOODIOUS GAMES",BLOODIOUS GAMES,"Jul 8, 2022","PC, PlayStation 4, PlayStation 5, Switch, Xbox One","What would you do if you woke up locked in a dark room, with your hands covered in blood? Play as Luca, and endure the brute torture of MADiSON, a demon that has forced him to continue a gory ritual started decades ago, making him commit abominable acts. Will you be able to finish this sinister ceremony? Collapse",75,generally favorable reviews,9,5,4,0,8.0,generally favorable reviews,158.0,3.0,1.0,2.0,"Action Adventure, Adventure, 3D, Survival, First-Person",No Online Multiplayer,M,"#63 Best Xbox Series X Game of 2022
#68 Most Discussed Xbox Series X Game of 2022"
